BUSINESS_ID,STARS
x5vSE0-NO_YSZtOnitLWuQ,3
rt-EKmn8xpUuWdePYPPcHQ,2
KcbFFh7xfBLl2YeXQRhUNg,3
wHeG9RYU3_k3wlCgkLGDRA,3
XvTBQotmJpVPjPNaMM7qLA,3
x2nALssJGy_6p74ddxx3GQ,3
TRJHqPTKFFFglV0OGXS3Ig,2
oaOT2G5mIE8yOPZ55RM4cA,5
AJ8DDFm6QaihAPZI3wFBHw,4
sKWZ_tAOVMZoC4Qk8_Bd4A,1
UY13CTgUqriT-fMxT2APLw,5
p4GMQauk2iqZnN6cj81s3g,2
4Iak803d4fyY358jSMRasg,4
DTvcpHf2gGKgSujUVXA7sA,1
9MJDPVeLqAWLqdWF4Heqvg,3
QYIhMNwxXejDoCr-F1BxDg,4
Wnq5to0-jXyh0-_jRZ6VOQ,3
-cBQKodqi77Q0vk-9iDvQA,3
yVLbAdSQQURBNWsJIxzmfw,3
qBMQUR66_7pmld8NmGxVFg,5
IUTU_8qM7M8j9A1TbmMjYA,4
8F-CalsRSKiPjjsx8ql8Lg,4
qgAZPDQStZP_Y5XTiQ6UqA,3
P6c0lV9DeJ6ofntpTWyqhA,4
21fK0m8sQFbRQv3RlskE2w,2
XfNDmxQiG5nZVZe-JY10NA,4
6Z3lZEEIKv6opbyavmnGbA,4
ndQTAJzhhkrl1i5ToEGSZw,5
HlkjT-4MXW_efuEydjrR1A,5
YMZy_nGxtJtuQvflM6Ltww,5
2rLuOMi6Q6zzqUU8ltreSA,1
JzOp695tclcNCNMuBl7oxA,4
0TBTV3q6QXCn9vNhy3Xi2w,4
Hr5h_LG9TMBLlFz_Oici0A,5
sZf_KrF9ZLC7z4jiLGgVOw,3
ZHQU79PMUGCX0fEoyCcWlw,4
0U-1Wkl7y-wv39qM6WKL_w,4
RyJIi1IP0UQ5qGbwazgsIA,2
-yXkMzPPQ2PvzIC-NrH-Sg,3
GIhzzb9tjqLCYdNP_k3-dQ,3
vKgsXz3W4BIquVcgJs19sQ,5
zJCbSgXWFWwvKiIRFFuiTA,4
iikAHVLZrZn7Zy1aEPD25A,4
5jxn3_C5rjBow-aiBqcQNg,4
QBLl3bVLWZB4-jS-O_MKug,5
6a-EXpakLH9tLtv8SDWdWQ,4
T1tvWywCdTv8YiK-r_roLw,3
NmbBDuALeotUv01k7Qqr7g,3
QYIhMNwxXejDoCr-F1BxDg,3
Xwf022IffmZPq6V25iomDg,3
Se9dkAqNfBoOoAbKT0LEsg,5
P1Ks4okkg58xKTXLjGp4iQ,2
9R8Ia-EwSBJR5CUHN1K9yw,4
uO81UPtXJK9L0s1rOkwMjQ,2
BYQXVyuarIvLi32JzMLSVg,4
y45zdBlXT0Mr0gEfYOzXlw,3
DPZBuTuL7w5MVxsCEyQudQ,1
edVhUxTKz4nn5-qF7Ix_7g,4
O6obMXRKCnLMygvm2fSp0w,3
tkSk6jdenjbYEcqSchFR7g,3
pApEPv1-ApXee4GYYMB5AQ,5
SqL19z7A7LB91RkWWwWvnQ,4
TohJiJOsB7XwRyenaQel6w,2
g5l4vrFN03ob_zDDztDDjA,3
u4TVM_6Ya1FBRszxcBROWA,5
tWiFat101ID5w_wgAPMXhA,5
fZM_o3kKZ9mR-1pvBeow8A,2
_nB8HNT2IDRhlAoY9TPYew,4
bh0dRmSXjNWZLRys2VmW6A,5
dDZqtA1me453GrMtpcpYOQ,3
tVVZcFFt3ZlWVE7nptN3EQ,3
ofAbFXOMz2-Di7p2oDsfhQ,3
hRL_qCrcu9UL773su0QabQ,2
_9SDJqTh8z0t3WZmVvbnYA,1
JzOp695tclcNCNMuBl7oxA,5
HgJGwePlWjhzOEL028pSig,1
momjERcb6G6ienrfPuNArw,4
PRbIMseOwPCCRv5C4SfTDQ,4
D3ehpx1uKG5aLuaJgztYDg,5
dSEpkUP_RuR5gG_LhJ_INA,3
5FIOXmUE3qMviX9GafGH-Q,3
fCaJNz9ff4x0x46fPA8nXg,2
jGKcrKCPZ7wtFticJ6KZHg,5
V-dxglt0zIcBZzZ-4gfgAw,2
AqYLbchnIxVSBdUJuLVdrA,1
Jzth-y32SyvOhJNgbIPTqQ,5
afrS2T04mfdWHYxuK-2knA,1
y78qakVvpdRgIzManeISAw,5
mZsvMd5RCat1d3KMSD5tsg,5
0TBTV3q6QXCn9vNhy3Xi2w,5
Q3G58vv1ClvH4re9QBsVgQ,3
W2CzAePJakvARgoQuohbOA,5
giLPHHPabZycyoNHoP35Sw,5
OzkK-4IqoBqqIZIdhVJXQA,5
1wiv2BvvauMj8hS16UuEYw,4
mKRKhFuJX4nhJykUvZO8hQ,4
jlbP9Yd0AQP8OlcsFkZ4hQ,4
I9VW1y9hmHKAtaO0edSyzA,4
4z2evNWOBm7b4-7Td0392A,4
O0VtL9uyf0CY1Yq-kZT8fA,4
WCE7YEBV_jOk-KaIEndrGg,4
ZhjU0FkCIaG43F83TwSN8w,3
5FIOXmUE3qMviX9GafGH-Q,4
hRL_qCrcu9UL773su0QabQ,3
Md_TTNUkO7U47b3cass4gw,3
mbnU0WTmBcYDvUu0ch6O8A,5
oYfzCy8kUkALFa28og_OsQ,3
IvbVnHO2Y5w4b61rJ5xHaQ,5
kzQ7vylNAQn3w2JGBEluPg,5
r0rtl4OsZy-F099jeO_DKA,3
iUaxM9t-ZcdTjI2Zx_3vEQ,4
jiOREht1_iH8BPDBe9kerw,4
oaOT2G5mIE8yOPZ55RM4cA,5
BaPKO2rV_uaOtRliKtaFcQ,4
oVAySgyWYzzmvJpTJ8PO5Q,5
tamr4J75GguGhF1hm1wEaA,4
XvTBQotmJpVPjPNaMM7qLA,3
2ZUEOFbbwTjrvkTEVXAdPw,4
AfN3Z1U6QPEgAb5F2CQm8w,4
sKWZ_tAOVMZoC4Qk8_Bd4A,4
9XSF1vFyteVhj9sbD2DEAg,5
RzLlGTOFQZyoFgEpk0Ik0Q,4
-mklrNaGHec-ZnTAsBtilA,1
-jCh1266UulWxTtUpUiDFw,5
uIE9H0cz2AvxorEqy5cZ0w,4
63dCBZQILHR-QogyKXnvXw,4
dEq4Yj50tWOSzxqXloahsw,5
4Iak803d4fyY358jSMRasg,2
Zz7XBdd0Eu9JZgamvIBFzQ,5
U6P56MjLrraN0JBNvOjxaA,4
MbAsfN3wwV22K7GZsgcBqA,4
d3C5QTYpZCdp2pV1Cq5G_g,4
vzJ1z1dPKFsM9zoTv6tL3g,1
mKf7pIkOYpEhJTqjw4_Fxg,4
nhOCUUgFa1izAiWVKAxhCQ,5
2UZ4nBPHew9nKWcQyeG0TQ,5
5FIOXmUE3qMviX9GafGH-Q,5
TT4XW2WMG0PNyUIFBIINuA,4
EVbEdWYLE9GDpVG97MGw-w,4
dimv16yFu0JXR1n1SAqedQ,1
wl0QZqAzr1DelslQ02JGCQ,4
wXsccicHhEvNssIJhdmS2Q,5
Oh66jkE6zCIIBDSEBwz0Cw,2
L2iT7pipc455Tgpbo35_mw,1
WF0bsux--lnBfV95xmGTpw,5
6t7mlTVjDA9fhuFAZmVzAQ,1
DS0E9qEyVTyV_BGWoPgjGQ,5
mtBAaQ2xarcjZtPbLhar4g,5
mbV5FSZjiUViAdwcYRY0Rw,4
iBihgoxc6Ot7m2D4D3z0QA,2
i631pRlq0u29VvaMshW67A,3
W2CzAePJakvARgoQuohbOA,3
JhEtJbGjAqKDHCZ11i3qoQ,4
gDOuHjntsN37XEjROoQ2Aw,5
2q2gGuigGrCFmx3juLAVww,4
NUhHkT1wfXsTLxt_tWwVXw,3
3JnO3AEqRD8DbXkWP-gTFw,5
8F-CalsRSKiPjjsx8ql8Lg,4
366FaRQ1MWEHBhaEKTcriQ,5
tIauOelAC3BZk_xhMoDBUg,2
U6P56MjLrraN0JBNvOjxaA,5
OMxgLbrSCEU12265nz9JVA,4
hIgGkG1JnHX4xmVuOgegDw,4
ZvtELJTUOh0yRrPxyyiakQ,4
AbnpKkW0mpv34jtRps4C0A,4
P6c0lV9DeJ6ofntpTWyqhA,3
ZO2-nQjKZBoZUSOzJb4CUQ,5
tWiFat101ID5w_wgAPMXhA,4
RMtnJYAAiXmUFrMngttEoQ,4
5J1SoLkAM2zAOKqrRB7rCQ,4
AgE33nKGtNLQkCKQBW44Tw,5
5FIOXmUE3qMviX9GafGH-Q,5
CO8MpD1bSkBPArXKBKkIfA,3
1zsM7weLS8fNHomDAqCh4Q,5
ndQTAJzhhkrl1i5ToEGSZw,1
aiX_WP7NKPTdF9CfI-M-wg,3
3vta1BSPwdSulcCFMpBjDw,2
CMCAZVvZlP0ztWo6fhwnGg,2
neO0lOx9YE3r7SvVkmpS8w,2
fZM_o3kKZ9mR-1pvBeow8A,2
NlxSKTGm2khkYloVMoKlRw,5
7_08jLr277WpzXkcERXhjA,3
ydt5yifyYhF5s430llv_Hw,1
5FIOXmUE3qMviX9GafGH-Q,5
46QWVor8H5eUDNYnx-fMnw,5
pD6Eg5iI8zgS1YZZYk0TVA,5
RyJIi1IP0UQ5qGbwazgsIA,1
DPZBuTuL7w5MVxsCEyQudQ,4
gONNfEoNaRLNtgaAcxwsLQ,2
fKRKE4XQzOCgddSSQAESTQ,4
aVkVDJ01OgvNwhlCUz_bng,4
SurnOSM2bVVN4-Js3G23RQ,4
gVVmLRUrAf-mqgndol3rUw,5
jJDKPJLzkoPeytWIzstJrA,2
v9RoRhf64X5E06gdqeudFQ,5
_XptUzewghAxa0_4R7br-Q,5
BTf8sELl1TjovRc0f-tgJg,5
qOd7QUh-sIB7zN7RbP1-qw,5
Gw-ozqLSHoP3BQPKaiXJGg,5
8RZf-eJI5J05Qu60TD_6fA,5
gWqwzJTx8g588U3f7BkZnw,5
EVbEdWYLE9GDpVG97MGw-w,5
4c-O3t8I-JxfUGJDUwvj6Q,5
UBQRhqRMW4Sk7kSZvZ1iAQ,3
1wiv2BvvauMj8hS16UuEYw,3
HkbNItNrnXlNo59M0YyoMg,3
FzwAT5zi8hy5kJ79HaKJPQ,1
DVaTciFGcCXLHTufHZM4_A,4
7ef7jYhmfbxSI7s57HoJAg,4
UhCSu92r2XVPmhQET1c2Bw,5
hRL_qCrcu9UL773su0QabQ,5
T3y7m50JXsf8HI66L4f72w,2
tduDcM1hWHPeyQ9SRPTQmQ,4
jN00dj1opLMyFczkCTptqQ,5
i631pRlq0u29VvaMshW67A,1
1uCoWygbmehTJP8Su_3QVA,5
rIHt5dCEPotEn-gy6IUT_A,4
cbLEGyROMNKbOZpEah3seQ,3
XWiL_1CtBWmd1unCiWj_XQ,3
E6Cb9EwRyXQrIpJqoT4nSg,3
4yIOZXIYJiQlkqW_MUtVgQ,5
Z96TEJDXyUhCerS-9QllXw,3
AZQKMMvX9m1-uTdLPMzK3g,4
CMCAZVvZlP0ztWo6fhwnGg,2
aiX_WP7NKPTdF9CfI-M-wg,4
fE9SP84G6TZrv36FLbCy7w,4
RN0PTeMSF_eaeXN6VV7RwA,2
NUhHkT1wfXsTLxt_tWwVXw,4
Rj3wnYT1QAxpJlRT5mMc-g,4
Dqzkdf0sz8lm9AFjfsDmIw,3
uKKNw68mZZaa1jcyszEbyA,3
gp9ZESRRNLqWfgJtEzPThA,4
futvxFkM42RYxXr8ROogBQ,4
OJBn0HFMvVB9TDcr4OLttw,5
T3y7m50JXsf8HI66L4f72w,4
l8X3I6h4EdDR-Fv_KV8joA,5
pHpU8lnnxMuPWRHOysuMIQ,3
ZpdSgmF55vELLYl4b26tKw,4
3KFWuiz8lla9SospgQn6Yg,5
AtSEe-B2mFmLFHBf4PLTrw,3
QYIhMNwxXejDoCr-F1BxDg,3
GB6bZTCMmqZncRSxurNblA,4
NxjUiGBNgyDErKXnmQ3s3w,2
4yIOZXIYJiQlkqW_MUtVgQ,3
8XFDd4uX-g5B4JJzIahPHg,5
Crhm6oKCj7raPlakwltbVQ,4
qMJyOW1FdPOf8sli8DIq_A,5
lx_HJMFpKEZW-e9_-LyuQg,3
4fbH3Yr1D5r5-QD-HReDlg,2
bJnikvRTWIoGp23TfQ0BTw,5
0x2qB4R790SX3W4W8FQuWA,5
ROMFVEFKEYi7qhyITX6jfA,5
_uMRu3765QYo0Qg1z1LKqw,4
HJLiVxuvtN0n73BASSZKoQ,2
2rLuOMi6Q6zzqUU8ltreSA,5
rX9k0BJ0OM1zGKXKjfXZQA,4
IWOQNyRqWrnqQA5K49eK5g,4
Pd9cq5LkReRCNsgyh19wJQ,4
QjZNLqhYjGSSH3yyjB8fmA,5
8B1TIuaqhaZ7QMEhDUu-Gg,3
yvwK4MO2qnSZE5ggYGyk1A,4
WjVTG8dxmNpbvfKO0gH14Q,1
SurnOSM2bVVN4-Js3G23RQ,5
KXGkJy-s9W1re2sXqSqoiA,4
qgAZPDQStZP_Y5XTiQ6UqA,4
JzOp695tclcNCNMuBl7oxA,4
U6P56MjLrraN0JBNvOjxaA,3
CmgNyXaBPsn6hLLtWPL_qg,3
x60RbvQEFlvImnqzuBVk3Q,2
NRLsHNbEPpQfaAYS5OLGxg,4
izSn0Go-ObiSgc90B6hEfg,2
VDMRlQXba3OiCSCpKKTIrg,4
Wnq5to0-jXyh0-_jRZ6VOQ,4
wopyolJM2hOAt3dPRmahNA,2
kj1p6NwUGROOoqNySf0I1Q,2
6i_ai8qjYjhxDV988ZRWFQ,5
TjnyNxBUdI68LIXggWOmvw,5
zDyv4CoaYvAgQhgr1IK1sg,4
SkZ7f-zFsKrthhhppDn6Tg,2
R9XSSEzwkmwwwqB76K7s2A,1
XZ5eG2IEqu_MuZyTZTcpSg,5
L9qDnDHSnINNjePwrJz-uQ,5
jJDKPJLzkoPeytWIzstJrA,3
gMN6VKmu4E1EmlMYzz9A3w,5
bKoLvj4R8OUE2tFiqDvv_w,5
jcsan4Rl4RARDIuv7tXz5Q,5
wl0QZqAzr1DelslQ02JGCQ,5
iPxaFtUXxOlJ-0hMHCM7wg,5
oGlIOWdOcAkq4_8IShjQgA,5
qOd7QUh-sIB7zN7RbP1-qw,5
AOWP-Th_u8C3qLfOlaC0ng,5
0HgLKI1T9WT3hJXskDtUrQ,5
CmgNyXaBPsn6hLLtWPL_qg,4
riM-pBsdqRRVXtAVbLfsxQ,3
1zsM7weLS8fNHomDAqCh4Q,4
yet0Pww_ouW49T7V41ecSw,5
1wiv2BvvauMj8hS16UuEYw,4
-cBQKodqi77Q0vk-9iDvQA,5
xAVj_vQj9eTHorWMxY4CPQ,5
M8Fp8K23OeMS4dr35vbfjw,5
JzOp695tclcNCNMuBl7oxA,5
CmgNyXaBPsn6hLLtWPL_qg,5
Z890syqhhoShqFnIyIu9EA,1
Athxc1MbotCHRpKOPNnBuw,3
MEJsTLArqRJgHob7lhgSzw,2
vhIJ91MDgUuk4Cr9Kpj1Nw,5
1UweGrt6mgiTCfsmLMiUxg,1
bh0dRmSXjNWZLRys2VmW6A,4
D3ehpx1uKG5aLuaJgztYDg,3
y4HQ7UaBJaa7LwgDqfFWgA,4
hAioxEk3WU-SzlqIM4TI7w,4
pdF7iJgA4ViACgA4t1OymQ,1
dEq4Yj50tWOSzxqXloahsw,5
ZUz_qc4z8bTOGUoa644eQQ,5
SWhHaWFuijy_KDs0zVCJog,3
SOwXfqwUr6NWmbBS0tx_GA,4
nR6190BfeXH5qmk3f4jwCA,5
5EIJCSrXLHvM2HEoKCejpw,2
nBJvxIwO1wU2DVqyQMczng,5
JzOp695tclcNCNMuBl7oxA,2
fckUjXz1GKpafT4x7-MVJA,3
366FaRQ1MWEHBhaEKTcriQ,3
dEV7S-n0HNipS5XUFAaK8w,5
MAUTYES01tZGlZzAOCSnng,4
5FIOXmUE3qMviX9GafGH-Q,4
2q2gGuigGrCFmx3juLAVww,1
DKusRJUxgsye1cdrlGgQOg,5
JR2ma-JU1CO_xVD_p5-RPw,5
prh-RlduJU3z3ynA5lU3Wg,4
ndQTAJzhhkrl1i5ToEGSZw,5
VfX7rhtX03yNg56ISz8gVQ,3
-KsER702IEQF7QOXANuAIg,3
sahppzQJ0HtvMC7L8ILTVg,1
1wiv2BvvauMj8hS16UuEYw,4
Bjn-GQg6hoUOkew7tTPcLA,5
GIhzzb9tjqLCYdNP_k3-dQ,5
y45zdBlXT0Mr0gEfYOzXlw,4
u6_qfV--qVopLy3jhbirjg,5
hRL_qCrcu9UL773su0QabQ,5
BTENr68s2xysZtOAcf6qTg,5
aiX_WP7NKPTdF9CfI-M-wg,5
riM-pBsdqRRVXtAVbLfsxQ,4
SWhHaWFuijy_KDs0zVCJog,4
VJz2DcvX47i-wqlQ0mQEzQ,5
X1twjafYxMCpKt2MqvY5Tw,5
b1s8c1CTlHmLIlNGI9q-mQ,5
p4KtWurOF5MgWipav08Jpg,5
SzHP4_x-ECuBDVK6npb-Ow,3
vuHzLZ7nAeT-EiecOkS5Og,5
_DMrezN4Aq4T_7VmUjdnpg,5
FtLibezRe7HsT13BLpR-Dg,4
ndQTAJzhhkrl1i5ToEGSZw,1
Wnq5to0-jXyh0-_jRZ6VOQ,5
JhEtJbGjAqKDHCZ11i3qoQ,4
yvwK4MO2qnSZE5ggYGyk1A,3
aqMfCbFNeWn1a4Evds83fg,5
rbreGWFCGNnBCEakGY4F0Q,3
P6c0lV9DeJ6ofntpTWyqhA,1
fC6Zkye_Yd_rf7CJZ1C2VQ,5
ZsThT0P2-_qYemYwPJ6qbA,5
ti7UmThnMV34Juvib64FhA,5
zB4TOI3Ci9BOidw55TREbA,4
n43SvzsYHO_4UTC_QwrZKA,5
zI4zrcOIePiEAQTBB2dCHA,5
p-9tfaYQrfz0FlvsOVDVUA,2
ormVt7XAMLy3DP1tGcxUEQ,1
WfXBS8eJP4GGXVTCIIbnkQ,1
5EIJCSrXLHvM2HEoKCejpw,4
gDOuHjntsN37XEjROoQ2Aw,5
gr-10WzRS0GsZ36N9_PTPA,1
u2Z7wvTpZJzQEhfFBS-06g,1
RetPg5rBPO6YoyaCdI51Hg,5
lpD3xIYuVaQA8xRSlKwn-Q,3
MRKRcM5ogwRuFguPPKOKfQ,5
LsmAjC6kThIx_GZtID_FRQ,5
SOwXfqwUr6NWmbBS0tx_GA,4
0pMsVlUu_MbFqmvbA8F79Q,4
ByZcAtm7-QuSCplgXK9PtQ,2
7dtcBJH9qxtxx1PWnzT10A,4
wa8QgXQu1ZxwPgdRl9lYlg,5
ndQTAJzhhkrl1i5ToEGSZw,5
IrXlXhmSHlIllxZSAARjLA,2
3IVCHZaMILY5LZMi-tpCJw,5
HjXI6lKGPVNQ8dYJPtaOCg,5
j-SSlq3__BQr3H7lAyVvkw,5
JzOp695tclcNCNMuBl7oxA,5
7dtcBJH9qxtxx1PWnzT10A,5
gtAMKvGxEbdFgp0ZNBlDbQ,5
giLPHHPabZycyoNHoP35Sw,5
u57NiwOgUMb6CFg-meca-w,1
RN0PTeMSF_eaeXN6VV7RwA,4
XvTBQotmJpVPjPNaMM7qLA,5
eKcdE5WHnXBd6Rws-vicZQ,3
fZM_o3kKZ9mR-1pvBeow8A,4
qgAZPDQStZP_Y5XTiQ6UqA,4
iBihgoxc6Ot7m2D4D3z0QA,5
JzOp695tclcNCNMuBl7oxA,5
lI06p86a8stKoXSUPfjtsA,5
Cl5PHhHfOzimUTCWjC5yNA,2
aqMfCbFNeWn1a4Evds83fg,2
Jzth-y32SyvOhJNgbIPTqQ,5
QuybD_bJcAB2CHcpTfREYg,5
CmgNyXaBPsn6hLLtWPL_qg,2
wl0QZqAzr1DelslQ02JGCQ,1
UBQRhqRMW4Sk7kSZvZ1iAQ,1
Gw-ozqLSHoP3BQPKaiXJGg,2
AfN3Z1U6QPEgAb5F2CQm8w,4
HwjhWHbNp56t-dRiv3-wPA,5
LBAkHJJfCoDj9aa5sc0Mxw,4
WN5ON423ZCOy3_4F6XYikA,4
AfN3Z1U6QPEgAb5F2CQm8w,1
NRLsHNbEPpQfaAYS5OLGxg,5
DVhSFWIJKk4Vo8fjy_JfcQ,5
7QSFLU0AGAUqwnQWg3qHqQ,5
lamNK6ivdxNxlCnLu_uqBw,5
IDXSRYKyfVGNGzmlFwLNEQ,5
8PBq-MHyLDrhkaTf72Foww,4
aVkVDJ01OgvNwhlCUz_bng,4
HeoiKMh2aPzWRq5ZQtSb3g,5
IWOQNyRqWrnqQA5K49eK5g,5
-tcJmqzfaeEnpFMAelB7bA,5
dimv16yFu0JXR1n1SAqedQ,2
BbGs3XK0x9NEImer3LQD3w,1
JwWeolTHTWRDdbT0Zb6WLw,5
CaF9FC8GEBfDDbptPgkgBw,4
P69sEJwyoUqjBXiqjkKwDA,1
dnB7SD38_lwiC9E-BJxq-Q,5
9D7h2xfVJrGkkwXDsnfV_Q,1
eHvgW9qj-CsPjWmpckJeiw,5
-s_U95xEEmJu5GK-srqpUA,5
9tayZB1GjSTttFNKo_PMjQ,1
2GmGT-7QjowR1ihup3FbVA,5
ypJMOo1eNGreGMfP6FUcFA,5
GIhzzb9tjqLCYdNP_k3-dQ,5
qX116WMOppAblGKxoQwlYA,4
v8QuF4YX9Bb-qEtKLVPrmA,3
QbtJvTQfTFbPqBhjkI59BA,5
U8rHQ_Sg8A2m291Y7WEfIg,1
9mIm1ef-NVDQHFE39Faxxg,3
zJCbSgXWFWwvKiIRFFuiTA,3
NUhHkT1wfXsTLxt_tWwVXw,4
CX9f_vR0DFEGOpEwFt-jKw,2
HOmUXgWOl37CaLqmrsPwuw,3
QMaaLfedGzNhHz6PZKAUkw,3
-4g68Hwm892_KPUuW5g1_Q,5
q6igRYs2UTO-4nTwlttrAQ,5
_KjKBz_ouqfheB1Buw7yYg,5
QYIhMNwxXejDoCr-F1BxDg,5
SYKIUCvN9JdSkVampgccfA,4
Cwv0Mv70w8fNMd-ApwSnUQ,1
_cA8tCqZgTDQe9EPNmzp4w,5
3jllr8N45pz05Ygaw5ojrg,5
g9oCVqOhR4vg7yvtDaEIkA,4
utoTa3Ngv_oSfB5TIMgN_Q,2
GdPWJo3z4ySEXpF7Wkn3FA,5
Zt4ljpwfmBufatNM1zPNcQ,5
ZvtELJTUOh0yRrPxyyiakQ,5
Sg9R6OwNBq5Zf-kjiVBxuw,1
ZdGWAv90dY81kpKzMLMvvA,5
JzOp695tclcNCNMuBl7oxA,3
DEBqmgxv2yhJ93LqGpKltg,4
1wiv2BvvauMj8hS16UuEYw,4
GIhzzb9tjqLCYdNP_k3-dQ,5
WN3Y6tP5MT1ugE0dzCHQ8g,2
WfKMxqFMDmCj1fhtxDd7rA,5
ZrFqa9sUaF_X8wbNz29Qbw,4
Hr5h_LG9TMBLlFz_Oici0A,1
36cByhAPNsbUIuJ59oUVGA,5
J2WGpC43MJDKxPRAcWx-tA,1
9kjk05G50XWnmJQBz_wcnw,4
Mul_BVwcnhqmp2h_7QFepQ,5
NdRJzLnVLV4ia09F2rWK4A,5
vuHzLZ7nAeT-EiecOkS5Og,1
SWhHaWFuijy_KDs0zVCJog,4
qX116WMOppAblGKxoQwlYA,4
zDyv4CoaYvAgQhgr1IK1sg,3
Cl5PHhHfOzimUTCWjC5yNA,1
tgub8uhOq8qjVrkI5IabkQ,1
MbAsfN3wwV22K7GZsgcBqA,5
rBTlmcEEQka-7cdU6ByrYg,1
DFy8RPRTheb01pQYfeQ1NA,4
ad0LjmuXhUGBxTSkve5LZA,5
ZhjU0FkCIaG43F83TwSN8w,3
prh-RlduJU3z3ynA5lU3Wg,3
V1hH7vAq5wNDo2P3z8zJLg,2
h301hAHfIGqVYIlBzs5EgA,3
Ln_wIiEtyFCXogad7VTLfw,4
zS3-CKZVVvUYvasJnAg-aA,3
AZQKMMvX9m1-uTdLPMzK3g,3
JzOp695tclcNCNMuBl7oxA,3
iPyhXWQ2LVSgBlQA4vqKJw,2
SqL19z7A7LB91RkWWwWvnQ,4
PRbIMseOwPCCRv5C4SfTDQ,2
h-Oq86DZfZad9kKXe8m7Lg,4
IvbVnHO2Y5w4b61rJ5xHaQ,1
EVbEdWYLE9GDpVG97MGw-w,2
jN00dj1opLMyFczkCTptqQ,2
aiX_WP7NKPTdF9CfI-M-wg,5
SIVi2UQp1UT0lMIoqHP0QA,3
3KFWuiz8lla9SospgQn6Yg,5
1_v_fooGLY3FQkO5tH3m-A,3
ndQTAJzhhkrl1i5ToEGSZw,4
Jzth-y32SyvOhJNgbIPTqQ,5
5euk5_UKqnAWcrbOPNYt0g,5
HeoiKMh2aPzWRq5ZQtSb3g,3
ZvtELJTUOh0yRrPxyyiakQ,3
JR2ma-JU1CO_xVD_p5-RPw,3
Bjn-GQg6hoUOkew7tTPcLA,5
fTQra2F9uRDzgDWTaVe1yg,4
jlbP9Yd0AQP8OlcsFkZ4hQ,4
DPZBuTuL7w5MVxsCEyQudQ,3
ILZfAtetYvpp0r0Xs8SoHQ,4
5EIJCSrXLHvM2HEoKCejpw,3
JC6zXzCqnF2s42-Hiq0TRA,5
Md_TTNUkO7U47b3cass4gw,1
wl0QZqAzr1DelslQ02JGCQ,4
d3C5QTYpZCdp2pV1Cq5G_g,3
stPpU3S-OCLZOoxOwgJb4A,3
Hcyj_YtGz1zaxzQbBuu6mA,4
Jzth-y32SyvOhJNgbIPTqQ,4
Mul_BVwcnhqmp2h_7QFepQ,4
py474pAs_QPjv2766jLBLw,5
R1JAHtDMfprLAySXIIAURA,4
prh-RlduJU3z3ynA5lU3Wg,4
PhMfnMldVKXo7HqHw6DSrg,5
-8QlV3b_9H4BAh6LgMIr1g,4
LRnzpnNQWwpN3Bu24W53CA,5
QZJpXx1TbOXqzLx6u6xmaQ,2
Pj9DDbTmjBEKXezLb0qmTw,4
nChi_8Gygb6NUMa_kg_tlQ,2
EveFgxNoHkrs8ncSjkoINA,4
uKKNw68mZZaa1jcyszEbyA,5
EuPaczO6rMpDMrn-GtE_eA,4
kj1p6NwUGROOoqNySf0I1Q,2
