,BUSINESS_ID,STARS,val1,val2
407,HwjhWHbNp56t-dRiv3-wPA,5,100,500
408,LBAkHJJfCoDj9aa5sc0Mxw,4,80,400
409,WN5ON423ZCOy3_4F6XYikA,4,80,400
410,AfN3Z1U6QPEgAb5F2CQm8w,1,20,100
411,NRLsHNbEPpQfaAYS5OLGxg,5,100,500
412,DVhSFWIJKk4Vo8fjy_JfcQ,5,100,500
413,7QSFLU0AGAUqwnQWg3qHqQ,5,100,500
414,lamNK6ivdxNxlCnLu_uqBw,5,100,500
415,IDXSRYKyfVGNGzmlFwLNEQ,5,100,500
416,8PBq-MHyLDrhkaTf72Foww,4,80,400
417,aVkVDJ01OgvNwhlCUz_bng,4,80,400
418,HeoiKMh2aPzWRq5ZQtSb3g,5,100,500
419,IWOQNyRqWrnqQA5K49eK5g,5,100,500
420,-tcJmqzfaeEnpFMAelB7bA,5,100,500
421,dimv16yFu0JXR1n1SAqedQ,2,40,200
422,BbGs3XK0x9NEImer3LQD3w,1,20,100
423,JwWeolTHTWRDdbT0Zb6WLw,5,100,500
424,CaF9FC8GEBfDDbptPgkgBw,4,80,400
425,P69sEJwyoUqjBXiqjkKwDA,1,20,100
426,dnB7SD38_lwiC9E-BJxq-Q,5,100,500
427,9D7h2xfVJrGkkwXDsnfV_Q,1,20,100
428,eHvgW9qj-CsPjWmpckJeiw,5,100,500
429,-s_U95xEEmJu5GK-srqpUA,5,100,500
430,9tayZB1GjSTttFNKo_PMjQ,1,20,100
431,2GmGT-7QjowR1ihup3FbVA,5,100,500
432,ypJMOo1eNGreGMfP6FUcFA,5,100,500
433,GIhzzb9tjqLCYdNP_k3-dQ,5,100,500
434,qX116WMOppAblGKxoQwlYA,4,80,400
435,v8QuF4YX9Bb-qEtKLVPrmA,3,60,300
436,QbtJvTQfTFbPqBhjkI59BA,5,100,500
437,U8rHQ_Sg8A2m291Y7WEfIg,1,20,100
438,9mIm1ef-NVDQHFE39Faxxg,3,60,300
439,zJCbSgXWFWwvKiIRFFuiTA,3,60,300
440,NUhHkT1wfXsTLxt_tWwVXw,4,80,400
441,CX9f_vR0DFEGOpEwFt-jKw,2,40,200
442,HOmUXgWOl37CaLqmrsPwuw,3,60,300
443,QMaaLfedGzNhHz6PZKAUkw,3,60,300
444,-4g68Hwm892_KPUuW5g1_Q,5,100,500
445,q6igRYs2UTO-4nTwlttrAQ,5,100,500
446,_KjKBz_ouqfheB1Buw7yYg,5,100,500
447,QYIhMNwxXejDoCr-F1BxDg,5,100,500
448,SYKIUCvN9JdSkVampgccfA,4,80,400
449,Cwv0Mv70w8fNMd-ApwSnUQ,1,20,100
450,_cA8tCqZgTDQe9EPNmzp4w,5,100,500
451,3jllr8N45pz05Ygaw5ojrg,5,100,500
452,g9oCVqOhR4vg7yvtDaEIkA,4,80,400
453,utoTa3Ngv_oSfB5TIMgN_Q,2,40,200
454,GdPWJo3z4ySEXpF7Wkn3FA,5,100,500
455,Zt4ljpwfmBufatNM1zPNcQ,5,100,500
456,ZvtELJTUOh0yRrPxyyiakQ,5,100,500
457,Sg9R6OwNBq5Zf-kjiVBxuw,1,20,100
458,ZdGWAv90dY81kpKzMLMvvA,5,100,500
459,JzOp695tclcNCNMuBl7oxA,3,60,300
460,DEBqmgxv2yhJ93LqGpKltg,4,80,400
461,1wiv2BvvauMj8hS16UuEYw,4,80,400
462,GIhzzb9tjqLCYdNP_k3-dQ,5,100,500
463,WN3Y6tP5MT1ugE0dzCHQ8g,2,40,200
464,WfKMxqFMDmCj1fhtxDd7rA,5,100,500
465,ZrFqa9sUaF_X8wbNz29Qbw,4,80,400
466,Hr5h_LG9TMBLlFz_Oici0A,1,20,100
467,36cByhAPNsbUIuJ59oUVGA,5,100,500
468,J2WGpC43MJDKxPRAcWx-tA,1,20,100
469,9kjk05G50XWnmJQBz_wcnw,4,80,400
470,Mul_BVwcnhqmp2h_7QFepQ,5,100,500
471,NdRJzLnVLV4ia09F2rWK4A,5,100,500
472,vuHzLZ7nAeT-EiecOkS5Og,1,20,100
473,SWhHaWFuijy_KDs0zVCJog,4,80,400
474,qX116WMOppAblGKxoQwlYA,4,80,400
475,zDyv4CoaYvAgQhgr1IK1sg,3,60,300
476,Cl5PHhHfOzimUTCWjC5yNA,1,20,100
477,tgub8uhOq8qjVrkI5IabkQ,1,20,100
478,MbAsfN3wwV22K7GZsgcBqA,5,100,500
479,rBTlmcEEQka-7cdU6ByrYg,1,20,100
480,DFy8RPRTheb01pQYfeQ1NA,4,80,400
481,ad0LjmuXhUGBxTSkve5LZA,5,100,500
482,ZhjU0FkCIaG43F83TwSN8w,3,60,300
483,prh-RlduJU3z3ynA5lU3Wg,3,60,300
484,V1hH7vAq5wNDo2P3z8zJLg,2,40,200
485,h301hAHfIGqVYIlBzs5EgA,3,60,300
486,Ln_wIiEtyFCXogad7VTLfw,4,80,400
487,zS3-CKZVVvUYvasJnAg-aA,3,60,300
488,AZQKMMvX9m1-uTdLPMzK3g,3,60,300
489,JzOp695tclcNCNMuBl7oxA,3,60,300
490,iPyhXWQ2LVSgBlQA4vqKJw,2,40,200
491,SqL19z7A7LB91RkWWwWvnQ,4,80,400
492,PRbIMseOwPCCRv5C4SfTDQ,2,40,200
493,h-Oq86DZfZad9kKXe8m7Lg,4,80,400
494,IvbVnHO2Y5w4b61rJ5xHaQ,1,20,100
495,EVbEdWYLE9GDpVG97MGw-w,2,40,200
496,jN00dj1opLMyFczkCTptqQ,2,40,200
497,aiX_WP7NKPTdF9CfI-M-wg,5,100,500
498,SIVi2UQp1UT0lMIoqHP0QA,3,60,300
499,3KFWuiz8lla9SospgQn6Yg,5,100,500
500,1_v_fooGLY3FQkO5tH3m-A,3,60,300
501,ndQTAJzhhkrl1i5ToEGSZw,4,80,400
502,Jzth-y32SyvOhJNgbIPTqQ,5,100,500
503,5euk5_UKqnAWcrbOPNYt0g,5,100,500
504,HeoiKMh2aPzWRq5ZQtSb3g,3,60,300
505,ZvtELJTUOh0yRrPxyyiakQ,3,60,300
506,JR2ma-JU1CO_xVD_p5-RPw,3,60,300
507,Bjn-GQg6hoUOkew7tTPcLA,5,100,500
508,fTQra2F9uRDzgDWTaVe1yg,4,80,400
509,jlbP9Yd0AQP8OlcsFkZ4hQ,4,80,400
510,DPZBuTuL7w5MVxsCEyQudQ,3,60,300
511,ILZfAtetYvpp0r0Xs8SoHQ,4,80,400
512,5EIJCSrXLHvM2HEoKCejpw,3,60,300
513,JC6zXzCqnF2s42-Hiq0TRA,5,100,500
514,Md_TTNUkO7U47b3cass4gw,1,20,100
515,wl0QZqAzr1DelslQ02JGCQ,4,80,400
516,d3C5QTYpZCdp2pV1Cq5G_g,3,60,300
517,stPpU3S-OCLZOoxOwgJb4A,3,60,300
518,Hcyj_YtGz1zaxzQbBuu6mA,4,80,400
519,Jzth-y32SyvOhJNgbIPTqQ,4,80,400
520,Mul_BVwcnhqmp2h_7QFepQ,4,80,400
521,py474pAs_QPjv2766jLBLw,5,100,500
522,R1JAHtDMfprLAySXIIAURA,4,80,400
523,prh-RlduJU3z3ynA5lU3Wg,4,80,400
524,PhMfnMldVKXo7HqHw6DSrg,5,100,500
525,-8QlV3b_9H4BAh6LgMIr1g,4,80,400
526,LRnzpnNQWwpN3Bu24W53CA,5,100,500
527,QZJpXx1TbOXqzLx6u6xmaQ,2,40,200
528,Pj9DDbTmjBEKXezLb0qmTw,4,80,400
529,nChi_8Gygb6NUMa_kg_tlQ,2,40,200
530,EveFgxNoHkrs8ncSjkoINA,4,80,400
531,uKKNw68mZZaa1jcyszEbyA,5,100,500
532,EuPaczO6rMpDMrn-GtE_eA,4,80,400
533,kj1p6NwUGROOoqNySf0I1Q,2,40,200
534,neO0lOx9YE3r7SvVkmpS8w,4,80,400
535,ndQTAJzhhkrl1i5ToEGSZw,5,100,500
536,FwZi-ipVOLgq9tJkb3W5Yw,5,100,500
537,wiqTY54WlQVn6LqZASrUUw,1,20,100
538,wl0QZqAzr1DelslQ02JGCQ,5,100,500
539,UZ34XAw1GJ3chCOuKL69Mg,4,80,400
540,jBibtpiC9BlXulZdGevK_g,5,100,500
541,2q2gGuigGrCFmx3juLAVww,5,100,500
542,Xv3d5FLutLgrlNfcQ7gR-A,5,100,500
543,IodEvSRPqtsrGcDIcCADAw,1,20,100
544,hdgYnadxg0GANhWOJabr2g,1,20,100
545,c58gaNROUk3ltUQrpl6OJw,5,100,500
546,EUg6vHQRLHRw39bmompHcw,5,100,500
547,GBuB1uV9NRrtaLxZoVhi7w,5,100,500
548,aghhw3q1j3XI7QB892NqbA,5,100,500
549,GdPWJo3z4ySEXpF7Wkn3FA,5,100,500
550,3a9k2JOlNyOE3GKwwZwfng,5,100,500
551,Gw-ozqLSHoP3BQPKaiXJGg,2,40,200
552,OicSihRji2HmUlv7_4YEBg,5,100,500
553,OMxgLbrSCEU12265nz9JVA,5,100,500
554,POO5_d0RwzjJVhIpN-oulg,5,100,500
555,Yz7rfHjytl6Yn4_PiK2HsQ,5,100,500
556,x2NuIlQgvvl3Wtq8ipZC6Q,5,100,500
557,LJZrIlsx3DTP_y5vp0tKVg,5,100,500
558,mRbwm1Hkg6LjkcX_P3WWZA,5,100,500
559,QuybD_bJcAB2CHcpTfREYg,5,100,500
560,xn01T3wnHhpy7MF1kEFA6w,5,100,500
561,EfymQLarLpPhm2WX7uoVPg,5,100,500
562,GIhzzb9tjqLCYdNP_k3-dQ,4,80,400
563,jlbP9Yd0AQP8OlcsFkZ4hQ,4,80,400
564,R9XSSEzwkmwwwqB76K7s2A,1,20,100
565,6t7mlTVjDA9fhuFAZmVzAQ,5,100,500
566,CO8MpD1bSkBPArXKBKkIfA,4,80,400
567,jArpBM9wonbYrpiQ4Eac1g,1,20,100
568,h1MxTLZ1b2FkU6ituL1yHA,4,80,400
569,2GmGT-7QjowR1ihup3FbVA,4,80,400
570,SvNzj0dE6UMFfp55bIze_A,4,80,400
571,JRZS6COIpVkuXLf0VayFWA,5,100,500
572,ZtxMIWkILccFuGfx28Hx3w,5,100,500
573,5euk5_UKqnAWcrbOPNYt0g,5,100,500
574,VTLKqzjBLf9l7nGJJ0xewg,1,20,100
575,mKf7pIkOYpEhJTqjw4_Fxg,4,80,400
576,jiOREht1_iH8BPDBe9kerw,5,100,500
577,xpd4W43hUtoBYc6dzo-xBQ,5,100,500
578,sNBaDJM4Khm1BbrBRyrMVQ,3,60,300
579,0TBTV3q6QXCn9vNhy3Xi2w,5,100,500
580,Q3G58vv1ClvH4re9QBsVgQ,4,80,400
581,OicSihRji2HmUlv7_4YEBg,4,80,400
582,oVAySgyWYzzmvJpTJ8PO5Q,4,80,400
583,UBQRhqRMW4Sk7kSZvZ1iAQ,2,40,200
584,6C_8Mh4lmLc_QEs3hHleBg,4,80,400
585,Rj3wnYT1QAxpJlRT5mMc-g,4,80,400
586,_YfwjvhsqDPLow4775ZFEg,2,40,200
587,AfN3Z1U6QPEgAb5F2CQm8w,4,80,400
588,CXZTRts90FaJX3D81DQrzA,4,80,400
589,8F-CalsRSKiPjjsx8ql8Lg,3,60,300
590,oLod-GlOLEH4KAvyddKuQQ,3,60,300
591,SGWbqpbGjNjJ51FHLBTlWw,5,100,500
592,sKWZ_tAOVMZoC4Qk8_Bd4A,4,80,400
593,oaOT2G5mIE8yOPZ55RM4cA,3,60,300
594,E_eIph8IT10Uo06ZdWwoUw,3,60,300
595,R-Me-p4Rbb0q-2pjSzyDbw,2,40,200
596,XWiL_1CtBWmd1unCiWj_XQ,5,100,500
597,VGOpZ15XmabMYuxW1J8zqQ,4,80,400
598,IRnQNbsjgVjW28YYiZcJJA,2,40,200
599,QS2kvdgJ-X2cUJrxBWgT7g,4,80,400
600,uLL2uKqYnPAFwBw11LzDUQ,3,60,300
601,YMZy_nGxtJtuQvflM6Ltww,3,60,300
602,VO-p1uczeMbzH8bEAv-RgA,3,60,300
603,Jc2X0JqdBupkOzTPZtbcWA,4,80,400
604,eeDcY3TD89COiaZl7dP34Q,4,80,400
605,pP71Ir_U2uKU10f4vwA7tA,4,80,400
606,l7FP9rg6iyDnjFOnifv7BA,4,80,400
607,3jy3CXO6gVEat4uB-E2msA,4,80,400
608,BLISNIoF179UUfCBTxNUOA,4,80,400
609,oVAySgyWYzzmvJpTJ8PO5Q,3,60,300
610,ZdGWAv90dY81kpKzMLMvvA,4,80,400
611,hmYnzs8-aHbltaOOGDgmbA,1,20,100
612,sKWZ_tAOVMZoC4Qk8_Bd4A,4,80,400
613,U6P56MjLrraN0JBNvOjxaA,3,60,300
614,6C_8Mh4lmLc_QEs3hHleBg,3,60,300
615,YMZy_nGxtJtuQvflM6Ltww,3,60,300
616,NxjUiGBNgyDErKXnmQ3s3w,4,80,400
617,pHpU8lnnxMuPWRHOysuMIQ,3,60,300
618,zUgDrRtGvK5ZTFlHCsTHwA,4,80,400
619,BTf8sELl1TjovRc0f-tgJg,3,60,300
620,qlCmHxsQ_9jsV88Fg8gWag,5,100,500
621,Zw9wEAk9L6oTZi63f4zVvA,4,80,400
622,W9NUdpRX7gLXHLM2-NeKeA,1,20,100
623,Z3GVMJuFuGhf3rweIayJ9w,3,60,300
624,zUgDrRtGvK5ZTFlHCsTHwA,5,100,500
625,NxjUiGBNgyDErKXnmQ3s3w,5,100,500
626,V1hH7vAq5wNDo2P3z8zJLg,5,100,500
627,Jzth-y32SyvOhJNgbIPTqQ,4,80,400
628,1hkksm102yQY1DyfTPSzmA,4,80,400
629,BTf8sELl1TjovRc0f-tgJg,4,80,400
630,w57TpTKCHN47Cgtajm7_KA,5,100,500
631,zaOer9HLHFkWUd2_Fi3rrQ,4,80,400
632,0pMsVlUu_MbFqmvbA8F79Q,4,80,400
633,hVC6E29dg5Rx4ADSxt3kTA,2,40,200
634,ZhjU0FkCIaG43F83TwSN8w,4,80,400
635,Mul_BVwcnhqmp2h_7QFepQ,5,100,500
636,3ky17eHU-4gSl3knpI__-w,3,60,300
637,lDUMAAO00YSmMO6h_9YLCg,3,60,300
638,4Iak803d4fyY358jSMRasg,4,80,400
639,U6P56MjLrraN0JBNvOjxaA,4,80,400
640,Wnq5to0-jXyh0-_jRZ6VOQ,4,80,400
641,HjXI6lKGPVNQ8dYJPtaOCg,4,80,400
642,TgmATA24L3CTDn98c24RAQ,2,40,200
643,E2n2pVPq9oaPof6VYeFiwA,2,40,200
644,RbFLWFg6TQpq0kKhAr6B7Q,2,40,200
645,mKf7pIkOYpEhJTqjw4_Fxg,4,80,400
646,WPUf-Eo6PHxDNqPygahiUA,5,100,500
647,G7Ull-QUaNXyPwtEErHZ8g,3,60,300
648,fquV3OV8sR27kifYolHn_w,4,80,400
649,SurnOSM2bVVN4-Js3G23RQ,5,100,500
650,H94fBucKEuNKsjbSy7WODg,4,80,400
651,YGaowC1J4GfkQYyYLYWnQQ,3,60,300
652,fDDL7yxkCs1qniw0PzVT1Q,4,80,400
653,fZM_o3kKZ9mR-1pvBeow8A,3,60,300
654,wl0QZqAzr1DelslQ02JGCQ,5,100,500
655,9mIm1ef-NVDQHFE39Faxxg,3,60,300
656,5EIJCSrXLHvM2HEoKCejpw,3,60,300
657,OoYwJANV9zD-_OA4Atu-gg,2,40,200
658,IB94L7whVPjcFLoCxhNfhw,3,60,300
659,TRVxECjXtoqqsM7PYUKmIA,4,80,400
660,DPZBuTuL7w5MVxsCEyQudQ,4,80,400
661,EHgGscaiJBghjZVT9hsBFw,2,40,200
662,E9quMjGRkDgRYh6SVTaHOw,2,40,200
663,Z2L0j0MZ9m0IwaWmcvnxGQ,2,40,200
664,2Ne7F6TMuUdRUGhyjj7abg,3,60,300
665,zUgDrRtGvK5ZTFlHCsTHwA,5,100,500
666,g5l4vrFN03ob_zDDztDDjA,1,20,100
667,y45zdBlXT0Mr0gEfYOzXlw,5,100,500
668,nhOCUUgFa1izAiWVKAxhCQ,5,100,500
669,5idlmsT1O86_ywGJtqot5w,1,20,100
670,-8QlV3b_9H4BAh6LgMIr1g,4,80,400
671,puQ2WGO0L2KvKqNQCJYZRw,5,100,500
672,0xfVubbU3z8O2NcuEYSQNg,5,100,500
673,szhHLNACFt74BtdSY3mDeg,5,100,500
674,rf7Y2pBQOgQtf2UsJjQSug,4,80,400
675,dqUihMM3SFPJ9GE-3bAlpQ,5,100,500
676,vJvEKFtQ8Am95tWEkiwOGA,5,100,500
677,0TBTV3q6QXCn9vNhy3Xi2w,4,80,400
678,ELUUibdDcrZHyvE-e-QsVw,4,80,400
679,zT45hBptOygpgCddHZRsjA,5,100,500
680,T1tvWywCdTv8YiK-r_roLw,5,100,500
681,tWiFat101ID5w_wgAPMXhA,5,100,500
682,0TBTV3q6QXCn9vNhy3Xi2w,5,100,500
683,sNBaDJM4Khm1BbrBRyrMVQ,4,80,400
684,IRpZS7EmmBeSM7oBnDd5iw,5,100,500
685,qUMPCi_h3mkrmCBUhXP4qw,4,80,400
686,GIhzzb9tjqLCYdNP_k3-dQ,5,100,500
687,pP71Ir_U2uKU10f4vwA7tA,5,100,500
688,tsSJtuCbAGIYo01rUoygtw,5,100,500
689,AfN3Z1U6QPEgAb5F2CQm8w,5,100,500
690,-IZvuqxekWEvJqDw308daQ,1,20,100
691,PRbIMseOwPCCRv5C4SfTDQ,1,20,100
692,IK1XaujWC-znIGaVE0tbBA,1,20,100
693,wopyolJM2hOAt3dPRmahNA,2,40,200
694,gONNfEoNaRLNtgaAcxwsLQ,4,80,400
695,tWiFat101ID5w_wgAPMXhA,5,100,500
696,2VdCHCPFzow7zcBSaPMbKA,4,80,400
697,6gFcUhaYdinTbIhO2pcvdg,1,20,100
698,TT4XW2WMG0PNyUIFBIINuA,5,100,500
699,tPaweigPsXacvQT8daYT4g,5,100,500
700,bEEIrHfXCiqCix6zG5IRqA,5,100,500
701,UBj-25LU5dxJ9meb-TPc9w,5,100,500
702,GIhzzb9tjqLCYdNP_k3-dQ,4,80,400
703,LRnzpnNQWwpN3Bu24W53CA,5,100,500
704,fQclKmk5G2_g98cDNPvj0g,1,20,100
705,BTCyGInJYzRTQVBhZvC9qw,1,20,100
706,fgpqBO-7oF49LzIuNDT5_g,5,100,500
707,VtmNIqIxPNiOcp9J5e4xqw,2,40,200
708,RN0PTeMSF_eaeXN6VV7RwA,3,60,300
709,CRVtzesMuwHK-phmS_ojaA,4,80,400
710,HjXI6lKGPVNQ8dYJPtaOCg,5,100,500
711,hRL_qCrcu9UL773su0QabQ,3,60,300
712,4K5NUsinIgtq-yuxdp2HdA,5,100,500
713,4fbH3Yr1D5r5-QD-HReDlg,5,100,500
714,B5Ik1CENjyUnmb3hGotsuA,5,100,500
715,v8QuF4YX9Bb-qEtKLVPrmA,1,20,100
716,kXs6bmFzB6s_BBVkx_2VEA,5,100,500
717,5J1SoLkAM2zAOKqrRB7rCQ,5,100,500
718,wa8QgXQu1ZxwPgdRl9lYlg,5,100,500
719,fTQra2F9uRDzgDWTaVe1yg,4,80,400
720,QuybD_bJcAB2CHcpTfREYg,5,100,500
721,XvTBQotmJpVPjPNaMM7qLA,4,80,400
722,ZHQU79PMUGCX0fEoyCcWlw,4,80,400
723,vhIJ91MDgUuk4Cr9Kpj1Nw,1,20,100
724,utR8Ei5_c2CRAIffpYtdZQ,5,100,500
725,fSJFRzOF92gBuJ2ePitCEQ,4,80,400
726,OD09pm-MzynigAvD5KoGPA,4,80,400
727,366FaRQ1MWEHBhaEKTcriQ,5,100,500
728,nDR44qJoC2NZwhy0RcIS_w,5,100,500
729,xMJc28b9WxFZVedLzrNhvQ,5,100,500
730,Y8tLwAVO1thFRjVgt0TZ0A,1,20,100
731,366FaRQ1MWEHBhaEKTcriQ,5,100,500
732,-8QlV3b_9H4BAh6LgMIr1g,5,100,500
733,Ec8fKdO0oxZNOCeG2ThwpQ,5,100,500
734,hw_KHdAfqpj2_rtomBlmxg,1,20,100
735,-tcJmqzfaeEnpFMAelB7bA,3,60,300
736,X167A2IScyfPY8B8UBb34g,5,100,500
737,bkapAjFTCxa8gEV51cI6ng,5,100,500
738,LWvrTFkCSLPGldJqccGHhQ,5,100,500
739,ZDoqO7cSDoWGNi-8OV2-Ew,1,20,100
740,Yz7rfHjytl6Yn4_PiK2HsQ,5,100,500
741,dEi4_bO8ydNHgcRNKV8q6g,5,100,500
742,fDDL7yxkCs1qniw0PzVT1Q,5,100,500
743,C2XhRIxtylJO1XfC54f6oQ,4,80,400
744,HjXI6lKGPVNQ8dYJPtaOCg,2,40,200
745,wl0QZqAzr1DelslQ02JGCQ,5,100,500
746,OoYwJANV9zD-_OA4Atu-gg,1,20,100
747,1wiv2BvvauMj8hS16UuEYw,1,20,100
748,scKBZXRbjbUOUX2prVrWVQ,4,80,400
749,vXE5FtU4RXUemkjXYjUXWA,5,100,500
750,R9osrGLOriBmKbYwXpWvdQ,5,100,500
751,HFyMS_9yLaYN7GIcXzcboA,1,20,100
752,1UweGrt6mgiTCfsmLMiUxg,3,60,300
753,_TfOkj6pt11O3ZwCv27MvQ,5,100,500
754,AfN3Z1U6QPEgAb5F2CQm8w,5,100,500
755,yVLbAdSQQURBNWsJIxzmfw,2,40,200
756,wkqoo1p4XrEJv_VzNQiZAA,5,100,500
757,tWiFat101ID5w_wgAPMXhA,5,100,500
758,kj1p6NwUGROOoqNySf0I1Q,5,100,500
759,Yoc9_4sv6AT1AIohPPiGbA,3,60,300
760,yet0Pww_ouW49T7V41ecSw,3,60,300
761,pApEPv1-ApXee4GYYMB5AQ,5,100,500
762,x_SK4kvfWdCDDBmA_ErxqA,5,100,500
763,hAioxEk3WU-SzlqIM4TI7w,3,60,300
764,EuPaczO6rMpDMrn-GtE_eA,5,100,500
765,wl0QZqAzr1DelslQ02JGCQ,4,80,400
766,W9NUdpRX7gLXHLM2-NeKeA,3,60,300
767,WBxR9IC6E9-4szNzq7_Y3Q,5,100,500
768,hRL_qCrcu9UL773su0QabQ,3,60,300
769,JR2ma-JU1CO_xVD_p5-RPw,3,60,300
770,068SDTbi41-7CkR-r2guiA,1,20,100
771,azjE04y7QcqmpnJH2ldDZQ,1,20,100
772,LIIBIP8HedzuM3Ym5Pcvyg,5,100,500
773,Zrn5WtnkH2QXfHKd5Loomw,1,20,100
774,_UfEWbhEphABjkDHCbqe4w,5,100,500
775,SOwXfqwUr6NWmbBS0tx_GA,5,100,500
776,vBV5IbpTgUKuu2HlneE2NA,5,100,500
777,366FaRQ1MWEHBhaEKTcriQ,5,100,500
778,AJ8DDFm6QaihAPZI3wFBHw,2,40,200
779,7ktiaN-J40HFwznCMpOjDw,5,100,500
780,Ly_z24Lvt5592TDSMQ0KHQ,5,100,500
781,DEF5yv_BfLzmzPKwySb23w,4,80,400
782,bRaszmMXirJWLdK2N0q3UA,5,100,500
783,HJLiVxuvtN0n73BASSZKoQ,5,100,500
784,5ypkaiDcybqchiuviIes3g,2,40,200
785,Wg8MoazR1yW9xbAr2jR8Nw,5,100,500
786,5SJIUeayoebPjCaSasfWZA,5,100,500
787,hRL_qCrcu9UL773su0QabQ,3,60,300
788,SurnOSM2bVVN4-Js3G23RQ,5,100,500
789,WWqdy9PKOSyhLgHIGaNFrA,2,40,200
790,Se9dkAqNfBoOoAbKT0LEsg,1,20,100
791,Tp5bR1WX1C8g74rYRR_AIQ,5,100,500
792,9SFLWjb1wmEPJED6EDYUkA,1,20,100
793,XUwYk6EAIdh3pNPgWsdiEA,2,40,200
794,zT45hBptOygpgCddHZRsjA,5,100,500
795,rxb_aoT1B0pHvzcV685QFA,5,100,500
796,6W20fKnjqPTSU2irnSVmSQ,4,80,400
797,sZf_KrF9ZLC7z4jiLGgVOw,4,80,400
798,uKKNw68mZZaa1jcyszEbyA,5,100,500
799,YBH3_70G7a7O80FR5d6ZTQ,5,100,500
800,2oZnvLm6SEYDv_lBvFW1Zg,5,100,500
801,GUVfoORQiLODnXGVIEn7yg,5,100,500
802,sArY4vj_AtHLZoKHscD4ew,5,100,500
803,GqHbCfeLISeke9boLt7zyw,5,100,500
804,JclZSwGl5SEvwPd-4RszPQ,5,100,500
805,vhIJ91MDgUuk4Cr9Kpj1Nw,1,20,100
806,EPl7JxQTLmXbk9GdWeXgVA,5,100,500
807,8l9IhlS1FY0zdh091UC3Kw,5,100,500
808,XpnkPS-56dYTdjwC8RRLuw,2,40,200
809,vK1_qKEG7zHvjiTOsN0CRg,4,80,400
810,x9p1WdRz7FSRy0Q38PiGlA,2,40,200
811,hH36Av7cncv499KS3kjcXg,5,100,500
