,BUSINESS_ID,STARS,val1,val2
812,eUw1rm2UBbpMQ3Vi5okzPg,1,20,100
813,qPc_J2M56_hBHvqpncNVfQ,5,100,500
814,Oh66jkE6zCIIBDSEBwz0Cw,5,100,500
815,UY13CTgUqriT-fMxT2APLw,4,80,400
816,ZXcKHmf-QxjYq2zVqN5UYg,5,100,500
817,-s_U95xEEmJu5GK-srqpUA,5,100,500
818,4uZkUUbl6dr_bjmS2QNnbA,5,100,500
819,pApEPv1-ApXee4GYYMB5AQ,5,100,500
820,-8QlV3b_9H4BAh6LgMIr1g,5,100,500
821,-tcJmqzfaeEnpFMAelB7bA,4,80,400
822,zsq3pzBUTf8QZAChHN2urQ,5,100,500
823,YYF4OrDT4GYQ9zLxmXdYKw,5,100,500
824,hI6xuH392R9zfTeQe3cO3Q,5,100,500
825,l8X3I6h4EdDR-Fv_KV8joA,5,100,500
826,6t7mlTVjDA9fhuFAZmVzAQ,4,80,400
827,l9B72QwKjUhEA-pLumCa5w,4,80,400
828,qOd7QUh-sIB7zN7RbP1-qw,4,80,400
829,9opBpj_d1TCv_J41dAUhBw,4,80,400
830,Wdz6G6q7WeTaJ8m-YtsSdg,1,20,100
831,2GmGT-7QjowR1ihup3FbVA,5,100,500
832,H94fBucKEuNKsjbSy7WODg,5,100,500
833,n2unS6CwXs2WeGbT7Cyv9w,5,100,500
834,0pMsVlUu_MbFqmvbA8F79Q,5,100,500
835,4DtjA7EoxUSyWiXEuElPVA,4,80,400
836,WWqdy9PKOSyhLgHIGaNFrA,1,20,100
837,hIgGkG1JnHX4xmVuOgegDw,4,80,400
838,N1kWsUy-JO9YnYeHNDc-cw,5,100,500
839,V_2-bxKWfVkOrO9ym7rMjg,5,100,500
840,5SJIUeayoebPjCaSasfWZA,5,100,500
841,AbnpKkW0mpv34jtRps4C0A,5,100,500
842,wl0QZqAzr1DelslQ02JGCQ,4,80,400
843,O3PiNOj1vv5dCCywdw3_og,1,20,100
844,jqgdPl6C5TMic5001TCY3Q,5,100,500
845,UY13CTgUqriT-fMxT2APLw,5,100,500
846,SWhHaWFuijy_KDs0zVCJog,3,60,300
847,3genf54wZ38pMyax6TRevQ,5,100,500
848,DaVnpKqjOaYNHQ1UYOpqow,5,100,500
849,XXvZBIHoJBU5d6-a-oyMWQ,5,100,500
850,hmYnzs8-aHbltaOOGDgmbA,2,40,200
851,e4h-sBBD70pn1RuAv_Q61w,4,80,400
852,ZARxy5Orzk9Ocay0IkU_-Q,4,80,400
853,eVUmrTEqZeTKLdCS0Xf5tQ,3,60,300
854,AT11KKh8xkmz2sRLZpzIxw,5,100,500
855,ioY-a1TntpsAGJAG5_1Zyw,2,40,200
856,v_FSmMbFHbsJS8G-fqx6Sg,5,100,500
857,uO81UPtXJK9L0s1rOkwMjQ,1,20,100
858,KXGkJy-s9W1re2sXqSqoiA,1,20,100
859,SurnOSM2bVVN4-Js3G23RQ,1,20,100
860,0FgFNbsWQs2kYuYaWHSIYw,5,100,500
861,AfN3Z1U6QPEgAb5F2CQm8w,3,60,300
862,IWOQNyRqWrnqQA5K49eK5g,5,100,500
863,aqMfCbFNeWn1a4Evds83fg,4,80,400
864,FN6tpn3KMTsrcGpDZzVezA,1,20,100
865,XGMpMJ94OyHmAYRVMdEnGQ,5,100,500
866,wjZMgmD-zljbJz8rBHzLqw,5,100,500
867,f-7sTbx8u7c9t1-r_Fdoow,5,100,500
868,ugLQ5AP7pSrCb0uMhS-UXg,2,40,200
869,fXqlzAM6PTXUGrU4y33LzQ,5,100,500
870,1uCoWygbmehTJP8Su_3QVA,1,20,100
871,J5daYIrc-WnihJ5H9lyJmQ,5,100,500
872,PQTtKaBK_WdvLm-zp4fQ1g,5,100,500
873,O_cvS8uAocco3R3Pg9np-g,5,100,500
874,Zt4ljpwfmBufatNM1zPNcQ,5,100,500
875,n1AWiP49A5ROroNnbtm0ow,4,80,400
876,DKusRJUxgsye1cdrlGgQOg,5,100,500
877,Nh5gWjOzKQOb8kSq48uaoA,5,100,500
878,ILZfAtetYvpp0r0Xs8SoHQ,3,60,300
879,UJb1PrUWDFfuzwUPc1pP4Q,4,80,400
880,SurnOSM2bVVN4-Js3G23RQ,3,60,300
881,lWjA_Cv3H-yD8akIXLpt8A,2,40,200
882,ndQTAJzhhkrl1i5ToEGSZw,5,100,500
883,jns_WfCyWfMSQOOxEfo5_g,5,100,500
884,mQiBgd-9GzQUTmqzfKdPfg,5,100,500
885,GIhzzb9tjqLCYdNP_k3-dQ,5,100,500
886,lamNK6ivdxNxlCnLu_uqBw,5,100,500
887,aVkVDJ01OgvNwhlCUz_bng,2,40,200
888,tL9003ETHUAcHF-eaDQd1Q,1,20,100
889,iBihgoxc6Ot7m2D4D3z0QA,3,60,300
890,4xkjmpgUNJdwQo8FKIYp6Q,3,60,300
891,XvTBQotmJpVPjPNaMM7qLA,5,100,500
892,hq17ShjPKHnGn5DGnHrsXw,4,80,400
893,XXQEEaYFhW_RAMd3WzGmjw,1,20,100
894,2rLuOMi6Q6zzqUU8ltreSA,5,100,500
895,LIIBIP8HedzuM3Ym5Pcvyg,5,100,500
896,AfN3Z1U6QPEgAb5F2CQm8w,5,100,500
897,D6RDpCS1lfgZdPuLHlpsHA,1,20,100
898,aoRj9T9roxt7K_Pgqvln3A,5,100,500
899,qBvBYX-9HMbZvMB8x5JSzw,5,100,500
900,w4CqCGPubjKRpNsBsW7W9g,4,80,400
901,nW4UcZHFbmKgTTkmN1vx5A,5,100,500
902,PRbIMseOwPCCRv5C4SfTDQ,5,100,500
903,AfN3Z1U6QPEgAb5F2CQm8w,4,80,400
904,W9NUdpRX7gLXHLM2-NeKeA,3,60,300
905,oGlIOWdOcAkq4_8IShjQgA,5,100,500
906,429gUSGErbzig8xgf_LB4w,5,100,500
907,LjTK9yifZBHgj2HZn8Znww,1,20,100
908,zmpH9eQnahsW702YPVUzpQ,5,100,500
909,oFseXpQzaAE3_Fco0fsMDQ,1,20,100
910,U2W22Vy1oSs4G7W-2vdQ4w,4,80,400
911,-8QlV3b_9H4BAh6LgMIr1g,5,100,500
912,K3A2k19HhFwh00u7jAvIsQ,1,20,100
913,XvTBQotmJpVPjPNaMM7qLA,5,100,500
914,jk5q1HemVf7ryFObf1pDmw,1,20,100
915,uKKNw68mZZaa1jcyszEbyA,5,100,500
916,FQlaetp-MdewsWwt6iby8Q,5,100,500
917,qOd7QUh-sIB7zN7RbP1-qw,5,100,500
918,vK1_qKEG7zHvjiTOsN0CRg,5,100,500
919,iRCgRxw33qEg4GlKcFpKvQ,1,20,100
920,3KFWuiz8lla9SospgQn6Yg,5,100,500
921,oSxApRzEpA9lvue52ZSecQ,5,100,500
922,riM-pBsdqRRVXtAVbLfsxQ,4,80,400
923,p_xIP8gXFhAVCjftc3l9dA,5,100,500
924,kC724vu3KdP_6QqiqbNAog,5,100,500
925,i631pRlq0u29VvaMshW67A,2,40,200
926,Ti_ic3yDOlc_jeyBvf_MOg,5,100,500
927,t61eGISz7qMOxEe7o3vwEw,4,80,400
928,SnpFUqKG6ZjurXYq5wZU_g,5,100,500
929,-s_U95xEEmJu5GK-srqpUA,1,20,100
930,IUTU_8qM7M8j9A1TbmMjYA,3,60,300
931,SqL19z7A7LB91RkWWwWvnQ,5,100,500
932,wl0QZqAzr1DelslQ02JGCQ,5,100,500
933,krkgXOMQ4rUCkFn43gvnSg,5,100,500
934,ZMp18tQQTjloj0pKSdENBw,4,80,400
935,na8sI8XoJSmPhiQ3MXsHSQ,4,80,400
936,ugLQ5AP7pSrCb0uMhS-UXg,5,100,500
937,6t7mlTVjDA9fhuFAZmVzAQ,5,100,500
938,NxjUiGBNgyDErKXnmQ3s3w,5,100,500
939,NN5WoxeBHCwyfeopeS9hJw,5,100,500
940,VGBSw_36OQLh1b9SwUyW1g,1,20,100
941,yet0Pww_ouW49T7V41ecSw,5,100,500
942,lOW5kH6nHVOYfmoAfpWvHw,2,40,200
943,aiX_WP7NKPTdF9CfI-M-wg,5,100,500
944,Dz5NDfPpXcID1qJbEfre4g,5,100,500
945,_uMRu3765QYo0Qg1z1LKqw,5,100,500
946,4jm-et6RMcjOkmrC_IcuCg,3,60,300
947,H94fBucKEuNKsjbSy7WODg,3,60,300
948,3JnO3AEqRD8DbXkWP-gTFw,1,20,100
949,Ssk38csnsCmFpdewUxxVZQ,5,100,500
950,a_F_cD6n4UXT-jIo7kqAlg,1,20,100
951,7jhZtZjKc-uKOWsC8z7r3Q,5,100,500
952,fckUjXz1GKpafT4x7-MVJA,1,20,100
953,614VPl1kNHVG3Cc98w585Q,5,100,500
954,5FIOXmUE3qMviX9GafGH-Q,5,100,500
955,pVm4vDDX6lhQKROqOox15g,4,80,400
956,tamr4J75GguGhF1hm1wEaA,1,20,100
957,5EIJCSrXLHvM2HEoKCejpw,2,40,200
958,E_eIph8IT10Uo06ZdWwoUw,3,60,300
959,euhSHOJzcYrff3B6F-okkw,5,100,500
960,TT4XW2WMG0PNyUIFBIINuA,2,40,200
961,GIhzzb9tjqLCYdNP_k3-dQ,4,80,400
962,BTf8sELl1TjovRc0f-tgJg,3,60,300
963,Mul_BVwcnhqmp2h_7QFepQ,5,100,500
964,RbFLWFg6TQpq0kKhAr6B7Q,1,20,100
965,PRbIMseOwPCCRv5C4SfTDQ,2,40,200
966,DTvcpHf2gGKgSujUVXA7sA,3,60,300
967,VfX7rhtX03yNg56ISz8gVQ,2,40,200
968,Q3G58vv1ClvH4re9QBsVgQ,4,80,400
969,Jc2X0JqdBupkOzTPZtbcWA,4,80,400
970,jiOREht1_iH8BPDBe9kerw,5,100,500
971,XvTBQotmJpVPjPNaMM7qLA,3,60,300
972,o56LV-WnalGB0URVvoOh4A,4,80,400
973,zT45hBptOygpgCddHZRsjA,5,100,500
974,KMYLwjpx6cjanynnc4mJvw,2,40,200
975,8MLkBZY6whYC0rpGIfmqbg,2,40,200
976,L9qDnDHSnINNjePwrJz-uQ,3,60,300
977,IM5dPxctFkpQDkwYyHQx6Q,4,80,400
978,jk5q1HemVf7ryFObf1pDmw,4,80,400
979,_5BaYz2A3l2SJvA9Hv6POQ,4,80,400
980,DV9hrCAKTx9D932ZOd8t8Q,3,60,300
981,3jllr8N45pz05Ygaw5ojrg,4,80,400
982,KKRG0UUeGwaYxzi6Hg86TA,5,100,500
983,LxNoSrtJYB7HvP5I-8p-Ow,3,60,300
984,DVaTciFGcCXLHTufHZM4_A,4,80,400
985,sArY4vj_AtHLZoKHscD4ew,3,60,300
986,W4LRU508M_TRjShk8lqVyw,4,80,400
987,8F-CalsRSKiPjjsx8ql8Lg,4,80,400
988,r8hVqm9DeasZ0Bf2KMhbeg,3,60,300
989,dEq4Yj50tWOSzxqXloahsw,4,80,400
990,ogWjp5Ys4fQoDUOU9r7kAA,4,80,400
991,ZUz_qc4z8bTOGUoa644eQQ,3,60,300
992,jlbP9Yd0AQP8OlcsFkZ4hQ,4,80,400
993,YYZGRUCevWS41VZFxp4rrA,4,80,400
994,VcDKXH8PsnrccsotD60e9g,3,60,300
995,awPIH7K4WA5BKJfiQlZcow,3,60,300
996,T-0707ku9Ovt-Y8fLA2TrA,4,80,400
997,jbwyl98wXrEKDkgFz2PiwQ,4,80,400
998,n43SvzsYHO_4UTC_QwrZKA,4,80,400
999,uO81UPtXJK9L0s1rOkwMjQ,4,80,400
1000,AbnpKkW0mpv34jtRps4C0A,5,100,500
1001,Mul_BVwcnhqmp2h_7QFepQ,3,60,300
1002,ckbxCijGN-zUK_QmCPoGcQ,4,80,400
1003,2ktKjN5z8EcqmUv6EDiDgA,4,80,400
1004,riM-pBsdqRRVXtAVbLfsxQ,4,80,400
1005,ZhjU0FkCIaG43F83TwSN8w,3,60,300
1006,_9SDJqTh8z0t3WZmVvbnYA,3,60,300
1007,4fbH3Yr1D5r5-QD-HReDlg,5,100,500
1008,V7DO6iLsHZnR7qS-FZMj6w,4,80,400
1009,YZGAUc8CaWWc6ICSfeecoA,4,80,400
1010,iikAHVLZrZn7Zy1aEPD25A,3,60,300
1011,AtSEe-B2mFmLFHBf4PLTrw,4,80,400
1012,Es9EveyTloWGdgV0XFzDNQ,5,100,500
1013,-cBQKodqi77Q0vk-9iDvQA,3,60,300
1014,tWiFat101ID5w_wgAPMXhA,4,80,400
1015,K3A2k19HhFwh00u7jAvIsQ,5,100,500
1016,0jyyijQ1EsVMMHB2x_GJyA,5,100,500
1017,Ffzhzidm9OesdEzR-MLuwg,4,80,400
1018,OAWBoum2byFC-GfARO2bfQ,3,60,300
1019,krAgdtJ-2CcNGpuwKCbt9A,4,80,400
1020,ZvtELJTUOh0yRrPxyyiakQ,5,100,500
1021,VJz2DcvX47i-wqlQ0mQEzQ,3,60,300
1022,lx_HJMFpKEZW-e9_-LyuQg,4,80,400
1023,3wGsvZj5-_YtM-4D4JndDQ,4,80,400
1024,YmOWkved7K8q3eXgf4NNnA,5,100,500
1025,fE9SP84G6TZrv36FLbCy7w,4,80,400
1026,QuybD_bJcAB2CHcpTfREYg,5,100,500
1027,bZ3-_GQZkHv5YI_zzqLNWA,5,100,500
1028,fBxDUu5ftmNHbbX5qD_FcA,3,60,300
1029,ILZfAtetYvpp0r0Xs8SoHQ,1,20,100
1030,momjERcb6G6ienrfPuNArw,4,80,400
1031,AUhevEi21Aqu-ISgaTcv6g,4,80,400
1032,tklfNgU6O12PyN6Ss8r8nQ,5,100,500
1033,fKRKE4XQzOCgddSSQAESTQ,5,100,500
1034,fE9SP84G6TZrv36FLbCy7w,5,100,500
1035,pwIRcdI4fqIryZ5UEobzDA,5,100,500
1036,LRnzpnNQWwpN3Bu24W53CA,5,100,500
1037,WCE7YEBV_jOk-KaIEndrGg,4,80,400
1038,aLMPefURoeWLDThyik_f6w,1,20,100
1039,3IVCHZaMILY5LZMi-tpCJw,5,100,500
1040,0k_Ax1rXz2lq6p2OThlOUQ,5,100,500
1041,xhBEkI7MfrW1RZxfDAI7SQ,1,20,100
1042,4K5NUsinIgtq-yuxdp2HdA,4,80,400
1043,HutsUcVbARYK_ye7lGtKhg,1,20,100
1044,JYQlHeAyVLmxdQfxDD4kFA,5,100,500
1045,JBZzE2ZJe7l0iEwQLjCJzw,5,100,500
1046,vGRgynaquP7CNZIxNYmYrw,5,100,500
1047,NXU5CcXh2y0Ns5OJQ2wkgg,1,20,100
1048,tL9003ETHUAcHF-eaDQd1Q,5,100,500
1049,I3SNxHwSCuIrUMzCZJy0bQ,5,100,500
1050,K3A2k19HhFwh00u7jAvIsQ,5,100,500
1051,8B1TIuaqhaZ7QMEhDUu-Gg,5,100,500
1052,CoHa0hNT2hsL8RrbocYJdw,5,100,500
1053,Wrd9LAbc8IOoAS5H6uw9sw,5,100,500
1054,D3ehpx1uKG5aLuaJgztYDg,5,100,500
1055,-KsER702IEQF7QOXANuAIg,5,100,500
1056,2lYMhZL2oHUpOQ2KjR5aJQ,1,20,100
1057,SnpFUqKG6ZjurXYq5wZU_g,5,100,500
1058,uHL42yafZRYWHfQ2uaS2uQ,1,20,100
1059,ocLr5R3t3jk5fu2ITqOnLw,5,100,500
1060,JKEIo6UuQBoshtaBgk6FxQ,2,40,200
1061,1C0dvufJgfKrDFfdsxai4g,1,20,100
1062,4fbH3Yr1D5r5-QD-HReDlg,3,60,300
1063,ACb637NG7EnswRs8U_BX_w,1,20,100
1064,5EIJCSrXLHvM2HEoKCejpw,4,80,400
1065,gVEJPnEuy3wf0EA5OJEXGw,5,100,500
1066,UBQRhqRMW4Sk7kSZvZ1iAQ,4,80,400
1067,3vta1BSPwdSulcCFMpBjDw,4,80,400
1068,RN0PTeMSF_eaeXN6VV7RwA,1,20,100
1069,sahppzQJ0HtvMC7L8ILTVg,5,100,500
1070,pdr6U7qSa9jIivVy_glF-w,1,20,100
1071,pApEPv1-ApXee4GYYMB5AQ,5,100,500
1072,Mul_BVwcnhqmp2h_7QFepQ,4,80,400
1073,OicSihRji2HmUlv7_4YEBg,5,100,500
1074,UUEipaG_KEtLc9YqgZxY7Q,3,60,300
1075,-8QlV3b_9H4BAh6LgMIr1g,5,100,500
1076,vK1_qKEG7zHvjiTOsN0CRg,5,100,500
1077,3wGsvZj5-_YtM-4D4JndDQ,5,100,500
1078,QYIhMNwxXejDoCr-F1BxDg,4,80,400
1079,JzOp695tclcNCNMuBl7oxA,2,40,200
1080,TRVxECjXtoqqsM7PYUKmIA,1,20,100
1081,JzOp695tclcNCNMuBl7oxA,3,60,300
1082,tduDcM1hWHPeyQ9SRPTQmQ,1,20,100
1083,p4KtWurOF5MgWipav08Jpg,5,100,500
1084,QNraL-gIxGAeXY2bNqTDdQ,5,100,500
1085,jhnyhUR9so9OMc0ngrQIZw,5,100,500
1086,BAPEDmIhR7V-LNNvWpJcHw,5,100,500
1087,U6P56MjLrraN0JBNvOjxaA,4,80,400
1088,nW4UcZHFbmKgTTkmN1vx5A,5,100,500
1089,momjERcb6G6ienrfPuNArw,2,40,200
1090,5FIOXmUE3qMviX9GafGH-Q,5,100,500
1091,drbFGv7CoLDH2OheDUwUQA,1,20,100
1092,Jzth-y32SyvOhJNgbIPTqQ,4,80,400
1093,Xwf022IffmZPq6V25iomDg,5,100,500
1094,WfXBS8eJP4GGXVTCIIbnkQ,1,20,100
1095,GdPWJo3z4ySEXpF7Wkn3FA,5,100,500
1096,ACb637NG7EnswRs8U_BX_w,1,20,100
1097,Mul_BVwcnhqmp2h_7QFepQ,4,80,400
1098,JzOp695tclcNCNMuBl7oxA,5,100,500
1099,wl0QZqAzr1DelslQ02JGCQ,4,80,400
1100,1wiv2BvvauMj8hS16UuEYw,5,100,500
1101,OoKNxTMu5YAaNgQKQ4SrzA,5,100,500
1102,AfN3Z1U6QPEgAb5F2CQm8w,3,60,300
1103,MnacJ69mthATr8bwImvdTQ,5,100,500
1104,QYIhMNwxXejDoCr-F1BxDg,5,100,500
1105,KfxPrJ5PzgFRm2XltnbBLQ,1,20,100
1106,sNBaDJM4Khm1BbrBRyrMVQ,5,100,500
1107,qw4tcaoZqWSl-jSoCRZzOw,4,80,400
1108,FtLibezRe7HsT13BLpR-Dg,4,80,400
1109,TT4XW2WMG0PNyUIFBIINuA,2,40,200
1110,Rj3wnYT1QAxpJlRT5mMc-g,3,60,300
1111,8F-CalsRSKiPjjsx8ql8Lg,3,60,300
1112,pdr6U7qSa9jIivVy_glF-w,4,80,400
1113,-krioyG0QCtBH81hU56Ghw,1,20,100
1114,NEfnmr0PfdRlVFmo2GRSgQ,4,80,400
1115,21fK0m8sQFbRQv3RlskE2w,4,80,400
1116,xxo0GsAFxQzUGStmCG6jWw,4,80,400
1117,Nm-45TlwfszqbJtaIalbtw,3,60,300
1118,9XSF1vFyteVhj9sbD2DEAg,5,100,500
1119,riM-pBsdqRRVXtAVbLfsxQ,2,40,200
1120,U6P56MjLrraN0JBNvOjxaA,4,80,400
1121,3NB6yq9cCJbaWYP_u7C_SQ,1,20,100
1122,SqL19z7A7LB91RkWWwWvnQ,4,80,400
1123,TgmATA24L3CTDn98c24RAQ,2,40,200
1124,upaurO0GyyWqb2o8IKNeNw,1,20,100
1125,K3A2k19HhFwh00u7jAvIsQ,1,20,100
1126,Rj3wnYT1QAxpJlRT5mMc-g,2,40,200
1127,0TBTV3q6QXCn9vNhy3Xi2w,1,20,100
1128,NUhHkT1wfXsTLxt_tWwVXw,3,60,300
1129,Jzth-y32SyvOhJNgbIPTqQ,4,80,400
1130,l9B72QwKjUhEA-pLumCa5w,2,40,200
1131,-s_U95xEEmJu5GK-srqpUA,2,40,200
1132,U2W22Vy1oSs4G7W-2vdQ4w,1,20,100
1133,UZ34XAw1GJ3chCOuKL69Mg,5,100,500
1134,_9W8i0ZLcz8oCsjQIc3_Ww,3,60,300
1135,QYIhMNwxXejDoCr-F1BxDg,4,80,400
1136,t53w4JlkxTau-G-TzhSWog,4,80,400
1137,t61eGISz7qMOxEe7o3vwEw,4,80,400
1138,gDOuHjntsN37XEjROoQ2Aw,5,100,500
1139,366FaRQ1MWEHBhaEKTcriQ,4,80,400
1140,lm9gDpvhJcZ-m2Y0feYtkA,1,20,100
1141,g9oCVqOhR4vg7yvtDaEIkA,4,80,400
1142,Hr5h_LG9TMBLlFz_Oici0A,4,80,400
1143,NXU5CcXh2y0Ns5OJQ2wkgg,5,100,500
1144,93kdIq8Ao3KJgXWiuD4ZIw,4,80,400
1145,5GoBfhIyEN-BMzVjO5QLeA,4,80,400
1146,XvTBQotmJpVPjPNaMM7qLA,5,100,500
1147,JhEtJbGjAqKDHCZ11i3qoQ,5,100,500
1148,h-Oq86DZfZad9kKXe8m7Lg,5,100,500
1149,vU8-ATy2-MASm-bQXdhRaw,4,80,400
1150,6XoPAnDoqujoY6FHYc6lPA,5,100,500
1151,03Nlnwr1h-0CH4Ak_CQGyw,4,80,400
1152,EhFpswgt9ifFzGOGE3Cpcg,5,100,500
1153,3KFWuiz8lla9SospgQn6Yg,5,100,500
1154,v8QuF4YX9Bb-qEtKLVPrmA,4,80,400
1155,LEYZb8jiD36RQTElxy0YrQ,4,80,400
1156,zUgDrRtGvK5ZTFlHCsTHwA,4,80,400
1157,j-SSlq3__BQr3H7lAyVvkw,5,100,500
1158,TxaUpMtBLqXBe8wIJ4x6oQ,5,100,500
1159,YmOWkved7K8q3eXgf4NNnA,5,100,500
1160,8F-CalsRSKiPjjsx8ql8Lg,4,80,400
1161,gp9ZESRRNLqWfgJtEzPThA,3,60,300
1162,Z890syqhhoShqFnIyIu9EA,4,80,400
1163,eDw3UUcM_T20WrsKldracw,4,80,400
1164,4epAjbpoXbERNSileO0Vlg,4,80,400
1165,DPZBuTuL7w5MVxsCEyQudQ,4,80,400
1166,ZUyWD8Rs_JY_yzw-t6VTBg,4,80,400
1167,riM-pBsdqRRVXtAVbLfsxQ,5,100,500
1168,22so15K1aqikL9FHt37CSQ,4,80,400
1169,dSEcQPPUlATxZf5pvN_t5Q,4,80,400
1170,AZQKMMvX9m1-uTdLPMzK3g,2,40,200
1171,4fbH3Yr1D5r5-QD-HReDlg,4,80,400
1172,wl0QZqAzr1DelslQ02JGCQ,5,100,500
1173,JwyH48vqADWY6HieOMDxgQ,4,80,400
1174,2GmGT-7QjowR1ihup3FbVA,5,100,500
1175,CRVtzesMuwHK-phmS_ojaA,5,100,500
1176,qgAZPDQStZP_Y5XTiQ6UqA,5,100,500
1177,IodEvSRPqtsrGcDIcCADAw,1,20,100
1178,ggZ5fXzWm_oKFMAHY4yAgA,5,100,500
1179,-8QlV3b_9H4BAh6LgMIr1g,5,100,500
1180,pHpU8lnnxMuPWRHOysuMIQ,4,80,400
1181,bFfWZ4TEyejefj4yk41M5Q,5,100,500
1182,OoYwJANV9zD-_OA4Atu-gg,4,80,400
1183,SwjDIOUA3zFpHptkLe3KCQ,5,100,500
1184,-8QlV3b_9H4BAh6LgMIr1g,5,100,500
1185,n_xqf8Es-k2XBOneXfYGRg,5,100,500
1186,eN8mkjt_q686hGKi-A9ceg,5,100,500
1187,yeTKcKUlTq-W7EJ5hPkqbw,2,40,200
1188,MAKG_gI_r0nlDvh8ciYrhQ,5,100,500
1189,Jzth-y32SyvOhJNgbIPTqQ,5,100,500
1190,PQTtKaBK_WdvLm-zp4fQ1g,5,100,500
1191,I-VD-o4JDGSG5GHQ2EbrVA,2,40,200
1192,momjERcb6G6ienrfPuNArw,5,100,500
1193,4yIOZXIYJiQlkqW_MUtVgQ,5,100,500
1194,tXUYqvRnA1m1nLxXT3Yv-g,1,20,100
1195,TT4XW2WMG0PNyUIFBIINuA,3,60,300
1196,ZMp18tQQTjloj0pKSdENBw,3,60,300
1197,_XptUzewghAxa0_4R7br-Q,1,20,100
1198,YmOWkved7K8q3eXgf4NNnA,4,80,400
1199,Y_3wdqZUoi8qyW7ZugIQNw,2,40,200
1200,gONNfEoNaRLNtgaAcxwsLQ,5,100,500
1201,NxjUiGBNgyDErKXnmQ3s3w,5,100,500
1202,vK1_qKEG7zHvjiTOsN0CRg,5,100,500
1203,pApEPv1-ApXee4GYYMB5AQ,5,100,500
1204,9gPQvgpJTIt0yaYbCUOnHA,4,80,400
1205,KXGkJy-s9W1re2sXqSqoiA,2,40,200
1206,EiGzKrJIwnwWwAlyvwjpSA,5,100,500
1207,EVbEdWYLE9GDpVG97MGw-w,4,80,400
1208,Uk9-e66y4oWIZ5u946iJiQ,2,40,200
1209,ZHQU79PMUGCX0fEoyCcWlw,1,20,100
1210,yet0Pww_ouW49T7V41ecSw,3,60,300
