Business id,Stars,Service,Cleanliness,Authenticity,Value for money
4xkjmpgUNJdwQo8FKIYp6Q,3,95,85,54,46
hq17ShjPKHnGn5DGnHrsXw,4,77,94,84,90
XXQEEaYFhW_RAMd3WzGmjw,1,33,40,41,54
D6RDpCS1lfgZdPuLHlpsHA,1,26,41,36,20
aoRj9T9roxt7K_Pgqvln3A,5,77,94,94,89
qBvBYX-9HMbZvMB8x5JSzw,5,91,91,81,86
w4CqCGPubjKRpNsBsW7W9g,4,89,92,94,95
nW4UcZHFbmKgTTkmN1vx5A,5,94,95,86,92
429gUSGErbzig8xgf_LB4w,5,93,95,87,91
LjTK9yifZBHgj2HZn8Znww,1,17,34,34,54
zmpH9eQnahsW702YPVUzpQ,5,95,95,87,82
oFseXpQzaAE3_Fco0fsMDQ,1,53,25,47,27
U2W22Vy1oSs4G7W-2vdQ4w,1,30,39,15,39
K3A2k19HhFwh00u7jAvIsQ,1,54,48,46,39
jk5q1HemVf7ryFObf1pDmw,4,95,89,88,95
FQlaetp-MdewsWwt6iby8Q,5,82,86,89,80
iRCgRxw33qEg4GlKcFpKvQ,1,27,53,31,23
oSxApRzEpA9lvue52ZSecQ,5,94,85,86,89
p_xIP8gXFhAVCjftc3l9dA,5,95,92,90,93
kC724vu3KdP_6QqiqbNAog,5,80,85,88,93
Ti_ic3yDOlc_jeyBvf_MOg,5,80,95,83,85
t61eGISz7qMOxEe7o3vwEw,4,77,93,93,81
SnpFUqKG6ZjurXYq5wZU_g,5,93,95,81,85
krkgXOMQ4rUCkFn43gvnSg,5,93,94,93,90
ZMp18tQQTjloj0pKSdENBw,3,76,78,26,30
na8sI8XoJSmPhiQ3MXsHSQ,4,87,86,91,77
NN5WoxeBHCwyfeopeS9hJw,5,79,95,88,93
VGBSw_36OQLh1b9SwUyW1g,1,34,43,38,45
lOW5kH6nHVOYfmoAfpWvHw,2,36,54,36,73
Dz5NDfPpXcID1qJbEfre4g,5,83,85,89,92
4jm-et6RMcjOkmrC_IcuCg,3,91,48,45,59
Ssk38csnsCmFpdewUxxVZQ,5,82,85,84,86
a_F_cD6n4UXT-jIo7kqAlg,1,22,21,21,25
7jhZtZjKc-uKOWsC8z7r3Q,5,80,93,91,89
614VPl1kNHVG3Cc98w585Q,5,76,86,88,88
pVm4vDDX6lhQKROqOox15g,4,87,95,91,95
euhSHOJzcYrff3B6F-okkw,5,76,94,88,91
o56LV-WnalGB0URVvoOh4A,4,89,89,84,90
KMYLwjpx6cjanynnc4mJvw,2,60,37,73,24
8MLkBZY6whYC0rpGIfmqbg,2,23,50,74,49
IM5dPxctFkpQDkwYyHQx6Q,4,89,92,82,86
_5BaYz2A3l2SJvA9Hv6POQ,4,88,86,93,82
DV9hrCAKTx9D932ZOd8t8Q,3,25,26,89,32
KKRG0UUeGwaYxzi6Hg86TA,5,77,86,89,85
LxNoSrtJYB7HvP5I-8p-Ow,3,71,21,72,62
W4LRU508M_TRjShk8lqVyw,4,86,91,93,78
r8hVqm9DeasZ0Bf2KMhbeg,4,88,94,89,95
ogWjp5Ys4fQoDUOU9r7kAA,4,83,89,81,90
YYZGRUCevWS41VZFxp4rrA,4,86,88,83,90
VcDKXH8PsnrccsotD60e9g,3,55,94,26,42
awPIH7K4WA5BKJfiQlZcow,3,26,20,41,68
T-0707ku9Ovt-Y8fLA2TrA,2,59,16,68,42
jbwyl98wXrEKDkgFz2PiwQ,4,76,89,80,85
ckbxCijGN-zUK_QmCPoGcQ,4,81,93,90,84
2ktKjN5z8EcqmUv6EDiDgA,4,78,95,87,79
V7DO6iLsHZnR7qS-FZMj6w,4,78,85,85,93
YZGAUc8CaWWc6ICSfeecoA,4,86,93,82,77
Es9EveyTloWGdgV0XFzDNQ,5,81,93,91,94
0jyyijQ1EsVMMHB2x_GJyA,5,91,90,93,78
Ffzhzidm9OesdEzR-MLuwg,4,88,85,81,79
OAWBoum2byFC-GfARO2bfQ,3,32,21,87,54
krAgdtJ-2CcNGpuwKCbt9A,4,82,92,95,95
3wGsvZj5-_YtM-4D4JndDQ,5,95,85,87,80
YmOWkved7K8q3eXgf4NNnA,2,62,33,68,56
bZ3-_GQZkHv5YI_zzqLNWA,5,85,92,88,84
fBxDUu5ftmNHbbX5qD_FcA,3,34,68,82,88
AUhevEi21Aqu-ISgaTcv6g,4,82,94,89,95
tklfNgU6O12PyN6Ss8r8nQ,5,82,91,92,83
pwIRcdI4fqIryZ5UEobzDA,5,81,90,86,93
aLMPefURoeWLDThyik_f6w,1,49,25,46,28
0k_Ax1rXz2lq6p2OThlOUQ,5,76,89,83,80
xhBEkI7MfrW1RZxfDAI7SQ,1,18,49,42,25
HutsUcVbARYK_ye7lGtKhg,1,22,18,47,42
JYQlHeAyVLmxdQfxDD4kFA,5,90,90,80,79
JBZzE2ZJe7l0iEwQLjCJzw,4,79,87,81,79
vGRgynaquP7CNZIxNYmYrw,5,92,87,86,89
NXU5CcXh2y0Ns5OJQ2wkgg,4,81,94,91,84
I3SNxHwSCuIrUMzCZJy0bQ,5,83,90,93,80
CoHa0hNT2hsL8RrbocYJdw,4,76,93,84,89
Wrd9LAbc8IOoAS5H6uw9sw,4,88,87,92,80
2lYMhZL2oHUpOQ2KjR5aJQ,1,53,24,37,48
uHL42yafZRYWHfQ2uaS2uQ,1,21,31,48,38
ocLr5R3t3jk5fu2ITqOnLw,5,79,91,91,81
JKEIo6UuQBoshtaBgk6FxQ,2,69,33,46,45
1C0dvufJgfKrDFfdsxai4g,1,35,54,17,25
ACb637NG7EnswRs8U_BX_w,5,82,90,94,92
gVEJPnEuy3wf0EA5OJEXGw,5,82,88,89,79
pdr6U7qSa9jIivVy_glF-w,4,93,86,94,88
UUEipaG_KEtLc9YqgZxY7Q,3,35,30,82,69
QNraL-gIxGAeXY2bNqTDdQ,3,35,35,85,30
jhnyhUR9so9OMc0ngrQIZw,5,94,87,92,84
BAPEDmIhR7V-LNNvWpJcHw,5,93,94,90,95
drbFGv7CoLDH2OheDUwUQA,1,18,28,50,21
OoKNxTMu5YAaNgQKQ4SrzA,5,79,89,82,81
MnacJ69mthATr8bwImvdTQ,5,86,88,89,88
KfxPrJ5PzgFRm2XltnbBLQ,1,51,44,47,31
qw4tcaoZqWSl-jSoCRZzOw,4,95,93,84,81
-krioyG0QCtBH81hU56Ghw,1,55,51,35,27
NEfnmr0PfdRlVFmo2GRSgQ,4,75,93,88,81
xxo0GsAFxQzUGStmCG6jWw,2,50,58,68,66
Nm-45TlwfszqbJtaIalbtw,3,31,60,19,72
3NB6yq9cCJbaWYP_u7C_SQ,1,37,52,28,33
upaurO0GyyWqb2o8IKNeNw,1,31,18,47,31
_9W8i0ZLcz8oCsjQIc3_Ww,3,58,56,34,24
t53w4JlkxTau-G-TzhSWog,5,76,93,91,87
lm9gDpvhJcZ-m2Y0feYtkA,1,26,21,51,43
93kdIq8Ao3KJgXWiuD4ZIw,4,75,94,91,88
5GoBfhIyEN-BMzVjO5QLeA,4,90,92,92,77
vU8-ATy2-MASm-bQXdhRaw,3,15,94,24,38
6XoPAnDoqujoY6FHYc6lPA,5,90,86,82,85
03Nlnwr1h-0CH4Ak_CQGyw,4,85,88,90,81
EhFpswgt9ifFzGOGE3Cpcg,5,76,90,89,85
LEYZb8jiD36RQTElxy0YrQ,4,90,87,85,95
TxaUpMtBLqXBe8wIJ4x6oQ,5,89,85,94,95
eDw3UUcM_T20WrsKldracw,4,86,92,82,89
4epAjbpoXbERNSileO0Vlg,4,85,87,88,79
ZUyWD8Rs_JY_yzw-t6VTBg,5,77,86,93,91
22so15K1aqikL9FHt37CSQ,4,91,89,93,77
dSEcQPPUlATxZf5pvN_t5Q,4,77,86,87,94
JwyH48vqADWY6HieOMDxgQ,4,75,85,93,80
ggZ5fXzWm_oKFMAHY4yAgA,5,86,92,88,93
bFfWZ4TEyejefj4yk41M5Q,3,22,76,66,48
SwjDIOUA3zFpHptkLe3KCQ,2,31,70,50,41
n_xqf8Es-k2XBOneXfYGRg,5,82,90,95,93
eN8mkjt_q686hGKi-A9ceg,5,75,87,84,79
yeTKcKUlTq-W7EJ5hPkqbw,2,38,28,48,69
MAKG_gI_r0nlDvh8ciYrhQ,5,94,87,83,83
I-VD-o4JDGSG5GHQ2EbrVA,2,74,38,67,37
tXUYqvRnA1m1nLxXT3Yv-g,1,35,51,17,24
Y_3wdqZUoi8qyW7ZugIQNw,5,88,93,91,93
9gPQvgpJTIt0yaYbCUOnHA,4,94,86,90,82
EiGzKrJIwnwWwAlyvwjpSA,5,82,87,94,85
Uk9-e66y4oWIZ5u946iJiQ,2,26,70,41,29
rhKzcgMm8CDhu7RZz_XxqQ,5,84,90,80,89
EHC5DREBj5BxVElWQsUIew,5,76,89,80,86
Z0ukPkDOC7GqgS8xAMuI6Q,3,58,94,45,88
zfiSQ1dl3vTJ-og96eqXGA,5,84,88,84,89
uSuEv4Jh9BGViT-ZQ1xzBA,5,77,92,85,93
txoQAX_qwsValfjHWhWp_A,4,78,88,90,95
yIoMFpefEVax9hdVbWPnOQ,3,26,46,84,47
31fbLq_lHPVXB4dtj4pW8Q,5,75,90,81,79
_PIxbGyLZONKMI3MV8sR6w,4,90,85,88,90
sc3dzhgg_8S2WUSIj6qxzw,5,84,86,94,95
KjA9PdRnrh_NtN0rVxMGSA,5,89,92,90,92
qz1W23W4HafC89WIC1DJhw,5,85,89,84,87
PgpO8RswM-xOitG4PBNo1w,5,90,92,95,81
DEeGnshpgUOIOjhq_dd5Ug,2,17,21,47,48
WAWWO9PCDTDiXwkKdkw5yA,5,88,92,94,92
tZSZTtFf6Auf3ijfx8KrzQ,5,78,88,82,82
Cv3NIg9Ahl-x86riaalXSA,5,89,86,81,95
WA0S3SRTaqPZLb-KYk9u6Q,5,76,87,84,92
m8Cbph-0tlMaYyXDwvKc3A,4,86,91,94,78
3vOWSanFt56CwRJOE9Kj_g,3,58,47,76,55
bhosqo-Q1xp67iLqrd1Rbw,2,24,54,57,61
Yqrahz7JPKMoZUTE4LOINg,1,33,17,15,37
V4eBX4KO_1jfWJP_EgnLAA,3,57,68,88,70
Nimxlt2BJQ_PuSFZ3iR10A,1,50,39,47,40
_BinpQSjqtEgycxQxKHIGg,1,16,38,16,36
3k4IgQRkxpzhz2mKxR6fIg,5,87,89,95,86
IDnUMj44iEhBn8I9BBLQbw,3,91,63,91,32
SFwOkS8pe25qpaSRZ_gGsA,5,78,91,86,93
bqMEml5HIFSMo4CPfjlG0A,4,90,93,94,81
Wiz6MLKtsiRBbt_MFCjaNw,2,29,33,60,64
Hg_BvWg5ywPD1hzUw3UWfQ,4,90,87,83,83
JC9jPWS9IX6xfX_9MiU4Cg,5,78,91,95,82
somNslYhaw-amdfh2Ol6Qw,1,34,24,15,52
P1du4TYLq4lvrwJzHt1pNw,1,34,16,40,46
d0z2wUeAuqB5eSpMQ4fC1w,1,32,54,50,39
aNSHsgyr2rt1LnYRtc6SPg,5,87,90,93,93
CQokoa1vN8j6OP7dyizJDw,1,28,27,44,15
TcQW4DNawqXGACLawaieyg,5,86,90,92,89
qVri-kxCnhQjXuU4cmhANA,2,23,64,24,59
mW97sJ9JVjs_REfp6XjRhQ,5,85,90,82,94
Oq_xWfwt5uJj_GTdnxAMyg,5,86,90,84,88
zG4sdiMWE7CZAsfrM4j6GA,5,75,85,91,83
UZfkeJXeypCOIwqTz0O52w,5,95,89,85,91
2m069BaxOm83GEJMuZatUw,5,89,85,81,91
LXKVQdkTXW--JcB3ahZ9AQ,1,51,21,37,48
HIzy8IRukyE_k4GRXJ3ViQ,5,75,92,87,92
M0REssWReekYlXb7rjkH6A,5,87,91,80,79
DnmLAQuSSF6oSyNi3Dg4uQ,2,43,52,63,53
2yCau2HWo3Ta4L0RYBJSQg,5,86,93,80,92
gouIMkOjkmOvgkR1lcUM4g,1,29,34,28,50
R8YuiPjyuKZJ93mI9Vka9g,5,88,93,94,85
LqfTM00I_qAMKSinXh4PtQ,5,82,89,86,79
_MnVcS4TwnqjFT6pNb1MrA,4,79,90,81,81
KBfzlzBNUJn-MsgFf-MX2g,4,78,92,87,91
vSnLt7ZJp-esmmzxLmiX3g,5,90,92,90,91
y13R5Bhd0x4CJk7f3IKhsA,5,95,94,81,91
atAjzQ7CUw_wM-GNh8piSA,1,39,51,18,30
FsCujpVh9Za2Dl5MIYLCxA,5,79,91,82,91
ef3JvfbHxFWUXuM09NN-Sg,1,30,26,49,44
uu4lXoxQUFMXyVlhRtoU5w,5,76,89,94,93
G80M0Pvd8piLkzOvuJIY6w,5,88,92,95,78
fGVZqXadtkQa9CN6dR6crw,5,75,88,80,89
HgPMvJsTaX73S3cBNmIrkw,1,28,19,34,27
j8qHhuVSjfRPTnmzoCW9sQ,5,89,91,84,81
kd1dU6oCXpB6gMWKZgvmvg,5,84,91,85,83
w4zb3G31oVVmJUfL86YZiQ,1,19,50,38,37
tvs4Ghov6ReD_3T0_CFBIg,5,81,91,92,87
jaCOkWbIqNBO6JkEkh2Wcg,1,27,24,31,37
l_4c__U60fVeTe4IYZBR3w,5,87,91,93,81
n2HkJt3y4Uvwex5AT5IeRA,1,53,54,43,42
h8XdexOcJlfLOwXIDtyalg,3,63,41,54,15
CO_pozE8p0bmptoeVQQk4Q,5,95,91,86,83
5lZpyuWjC7L9uJfLfqIQ_w,5,93,88,86,82
3MdLnbpkvTcsKkMszUv_3g,5,94,85,83,89
GtCrKxpL_JSwXr2yxMLt5A,5,84,90,83,84
g4JypcIOoGejIncLl3OF1w,5,80,95,80,80
CcTvk2-unBwmAZmU3PlKww,4,79,95,85,87
mexmHY_BsBQnrCcp_kQF4A,5,88,94,91,89
_MzJncLDDFC7-0QLt1KQcg,5,85,95,94,90
tGHUIqqlcBf4CEdX99tG8A,4,76,86,94,78
ggUT83oyw7KQbB-o1IOuQQ,5,88,93,81,78
pyTreZlATxEx4emDPH5NtQ,5,82,93,90,84
aXsmmtepl0JZNcl3pkXqww,4,91,85,90,88
bilj5I2GPCE-bIid9P2XdA,2,60,52,45,27
PlJMs0vV9rIS9jTjSPoKkA,1,27,53,55,17
Iqu-RwRA4XfwILKQLKQZew,5,79,91,82,91
Ee3bI8VXPU2PGE_vJg3Pqg,1,43,18,48,30
-P8zE64sftc0tkg2hiQeqQ,5,75,88,85,95
qcIaV85ruI4owcfivYRT4Q,5,95,86,81,79
ePjHWTk1AzpYbuh4lFzhxg,4,80,93,81,94
YKcKWiqIhTzTnqOYWvq7aA,5,83,89,95,93
j-WyPKVDSn4WGX1YE5oy6A,5,79,89,80,80
ZQoS396XFu-CkViZnBef9Q,5,77,85,84,78
N-PAAZ7g_MsXIrUPHS9PYw,5,79,89,89,78
FsrTvW5RDAxfcOKsNk5t-Q,1,18,29,41,25
oXtNK3A31VrWb43gLnEPdA,5,92,95,90,83
PK_yJS579FjaNiCkGGa6iA,5,88,92,87,86
diAJlvbE8UrRQ9RN2nZ5Tw,1,36,34,53,52
a1jkxammnO_xlIEvCJUn-Q,5,92,94,94,92
_M5ngf01IBY-v5LhluT-9w,1,22,28,17,31
YsLOVXOU4bxK_IAEZHZqLA,5,85,91,93,91
Zm2UxtBawR1oufodiW0tZw,1,26,48,19,49
AvC4DNDxs7XiET_RsiwMqw,5,92,92,80,82
EdmqizHq1G87882yRsqONw,5,80,91,83,77
WozFaG_gz9SpHFc8DA-xpQ,1,32,28,44,17
biVQDp3K_vNP1eK5wGZOJg,3,59,23,77,44
Alk4frpiwOJMHuW-b6f77g,5,84,89,81,85
tLCZdAt83gvD6Me_Vshu1w,5,90,88,92,95
DjvpsmdtEvnyMk2vXxpc-w,4,92,87,81,82
u3wWkEDVva0coF_AmzK3lg,5,92,87,85,85
x8YplLfloOzGGL8vlkeILw,1,51,39,35,28
c4lY3hHlf38c2Bxp9gDcDA,5,84,91,83,91
KYdIiZInYh2aWZSMoc5N-Q,2,73,64,18,52
bZP7Zzm3EGEUKcnVVqHweg,2,74,50,61,46
lC2hnEYBN_97HXDQnpGpZA,4,83,95,83,92
DF6kMTHYuKKME_00AinR-w,4,78,90,83,86
v0YATh4rCiPlBpSyNmh3tQ,4,76,86,94,90
p-wnqIJkii8YWAFjEWRf8g,2,67,73,29,27
r1uDaWsmrbNO4CC2Pei9RA,2,61,48,34,44
AxluhyBhbxz0Ndfmi0GjwA,1,48,43,45,21
1XVAnB6BTCSlk89LW_jgfw,5,82,86,92,85
VxYKVSpJOW9VanwWq9KDVg,5,91,88,83,82
YzLcxkQC33HdOEw5XKYjLA,5,91,86,91,89
-xIrVu_7prj_0GDl1tds1w,5,83,95,88,80
2hoBLBsbAdfvFOz8q8OIjw,5,81,95,93,82
-gcS8S7aiHTwYROMC5QP5A,5,95,85,82,90
gS95Lei8i0mXANdCz7Nhbg,5,89,85,85,89
GZ1Kaj4Z2gRS2RsxsQf7aQ,1,33,45,22,33
Dy8BVSkF2VfqGmjb-x56UQ,5,83,91,95,88
rq2Xrp23vN_ur2zNIqGYPw,2,27,59,73,58
JT7cr4C-_ZjjxilGXVrpIA,3,46,75,47,84
T07NQ5miw4ktFJO3vsgAEw,5,79,87,92,80
kN6V5kQgB6rKzxom4e8pqA,1,49,47,39,21
BBt-H2kcXYGumD0Ey84hQw,5,85,87,86,83
u9va4ksYFYJe6FkXkHOo7Q,5,92,88,91,77
1SLJKRYPRifERga33AjK7Q,5,81,93,93,94
vI5AXBTPqTjmCsJHkMU7jg,5,93,91,85,79
T_s4IcIJf5ZHyy8zC28UGw,1,38,31,45,35
GzNbN1Y2OWVk_QJ1zLZbtg,5,91,90,85,93
KMJs7cJjbTVtyv9LCBPjxA,2,19,32,32,65
PkOizWt7NQ4Cy7ggVRFWGw,4,91,86,88,93
wNry60kAR9YmowoBwqncbQ,1,15,22,32,43
eXQW4RvqM79-u3TOKlJe3Q,5,88,89,83,80
wha9cBvuyfLZRyCSJER1EQ,5,84,87,81,81
pvrWPRP9AENdjXcuPwMDwQ,5,82,93,88,92
mUAaF_2LyecIoTzbOPsewg,5,88,95,81,93
im5wDqyQOWVL_OEAB1vOXQ,5,94,91,91,82
L4w_1GqHW-JbtJBKr0y-mA,1,50,31,27,42
om7lh8keQs3hhQoNFEjuUw,5,90,92,89,91
QT4Ub4DlaDX52vdnKutD0A,5,92,86,90,79
3Ll-F55gm-tDXy3I37beJA,1,17,30,35,43
_BJdRw73rGb35ofd3ElTUA,5,83,89,87,84
_zk9LLHk3QUEfaiLL_VfGQ,3,79,71,59,42
M9fOuiesoUSaouOqNQ3U2w,3,78,55,69,29
1Z4_zSITNVQ_Bt027R0S1g,4,86,95,88,77
NqlkeYitexkmyiS6LnWkCA,5,92,87,87,86
QDJ0UYHK5lDWiniL-ALM-Q,5,83,95,90,94
v_tMfa0awn16PMCw7CFnkg,5,80,95,81,83
RiPmWd8i5SsihiAb0S6jdw,4,87,90,81,86
JlfjUgit5RjPxMR86Fd82g,5,84,95,85,91
N59Rkr_cUXJPYSjGOv4vBA,4,92,93,86,81
HW87OtI41rtPajSZ8qyHJw,4,91,87,91,87
dO2V9ut5x8Zx_XhYrNp4Ig,3,17,80,57,77
m_-rq1_VDUJl2R5T5S6ZCA,5,76,85,95,87
ekdlaQSb1pngTU0GpU5zhA,5,87,90,81,78
doW7nAJX6PeH0Ig_mhJsGg,5,84,88,91,84
s1500k_u6yScouzQ-RUb6A,4,83,90,93,84
